geoid,census_block_id
'530330316041015',22555
'530330312044002',1113
'530330312024009',1765
'530330312044006',24970
'530330316033027',4502
'530330315013012',4240
'530330315021147',4663
'530330312023026',23700
'530330315021158',9079
'530330312061001',8662
'530330316052019',8133
'530330313022049',13925
'530330313011050',14196
'530330116002008',26834
'530330121001016',1605
'530330101001007',20748
'530330207003004',27165
'530330214001032',5538
'530330213003024',22597
'530330066001019',51406
'530330022003002',17464
'530330093003215',14433
'530330099004095',1073
'530330057005005',19911
'530330296023018',2211
'530330049005001',21556
'530330100024003',3020
'530330058022003',12573
'530330293034000',8517
'530330062003005',6134
'530330292044005',9744
'530330118006005',14122
'530330118006018',17727
'530330117001019',16442
'530330117004009',1864
'530330117004011',23103
'530330117004013',1883
'530330040001034',5886
'530330102002000',12550
'530330265002010',25329
'530330102002026',26350
'530330111021007',5689
'530330102002027',26344
'530330102002032',26346
'530330102002034',12550
'530330118002007',25486
'530330102002033',12550
'530330118003004',23110
'530330262004007',104
'530330262001085',107
'530330261004001',11751
'530330262001037',51597
'530330262001025',51598
'530330260012012',19381
'530330260013011',6383
'530330107021012',16531
'530330119003019',20221
'530330291021006',533
'530330262001128',17705
'530330283003014',17706
'530330291021001',8455
'530330273001014',26435
'530330273001009',9026
'530330272002040',13888
'530330282002013',12089
'530330262001009',7601
'530330298015011',12485
'530330035002045',27438
'530330058014057',14608
'530330058012000',20366
'530330058013017',14665
'530330058011002',51397
'530330058023024',1559
'530330058021012',1550
'530330058021009',14674
'530330056005024',14696
'530330056005035',14703
'530330056005025',14697
'530330047002055',10846
'530330059001023',11402
'530330059001013',23904
'530330069004004',14690
'530330069004007',14688
'530330059002021',24985
'530330059004011',24301
'530330059004002',13602
'530330070003004',21205
'530330067003005',21236
'530330067004023',9001
'530330067002019',12256
'530330070003020',21208
'530330070003010',21223
'530330072001079',10872
'530330076002004',6797
'530330079002001',23484
'530330062002035',22644
'530330062001057',17928
'530330064003008',7302
'530330062001046',17925
'530330062001068',17929
'530330064001002',7294
'530330064001012',20303
'530330076002000',5098
'530330077002006',7318
'530330077002008',1482
'530330076002012',5095
'530330077003005',23475
'530330077003006',23476
'530330298015024',12065
'530330295041006',23826
'530330275001010',9803
'530330292051004',27281
'530330293072001',1830
'530330074023003',1007
'530330061004011',14094
'530330036001045',26826
'530330093001033',24387
'530330296011003',12056
'530330288021025',2251
'530330095003033',27785
'530330093003143',9845
'530330297003010',21145
'530330093001030',24387
'530330262001093',13455
'530330292044013',9744
'530330293042008',12621
'530330271002022',5148
'530330271001022',8740
'530330069004012',23004
'530330294062001',13379
'530330285002017',16323
'530330285002030',11027
'530330066001018',51406
'530330288021027',2242
'530330292061138',165
'530330327042005',4323
'530330327021016',2787
'530330327042044',5357
'530330327044002',18496
'530330327044044',25792
'530330327044019',18498
'530330327041037',5358
'530330327021055',8240
'530330327025105',17396
'530330327031011',24833
'530330325002082',4532
'530330327025101',757
'530330327022054',1856
'530330327026008',27189
'530330327026010',8240
'530330325003069',8851
'530330324011090',12601
'530330324013023',7174
'530330324013031',4058
'530330324013012',4058
'530330324013025',4058
'530330324013030',11669
'530330324013009',4058
'530330324013028',4058
'530330324013038',4058
'530330324024005',11288
'530330324011030',8441
'530330324011016',3311
'530330325001014',12225
'530330325001035',859
'530330328003037',2430
'530330328002123',5847
'530330327041015',7053
'530330327024008',23747
'530330327025158',13480
'530330327025258',4331
'530330328002036',4330
'530330328002017',681
'530330328003278',757
'530330327025019',681
'530330328003128',758
'530330328003201',758
'530330327025043',681
'530330313011033',8114
'530330316033040',6933
'530330316033039',6933
'530330316034012',1124
'530330316034010',20531
'530330312023007',23700
'530330316031006',18003
'530330316041026',24124
'530330316041011',22557
'530330316041029',22554
'530330316031025',17698
'530330312062010',16851
'530330315012041',645
'530330312041005',1795
'530330316031036',17699
'530330315021157',4202
'530330315013051',15346
'530330293041000',4004
'530330056003036',7397
'530330289012001',4260
'530330081003010',10760
'530330108002005',17518
'530330104013000',12133
'530330118005005',17401
'530330287001013',15585
'530330293032001',2627
'530330289012002',4260
'530330291021022',533
'530330298024000',1774
'530330117002018',25590
'530330293043008',14890
'530330289023005',11777
'530330267003011',6374
'530330296012012',9987
'530330097013007',24497
'530330099003006',9443
'530330053023001',8295
'530330047002029',14581
'530330260015012',24284
'530330260015003',26631
'530330260014003',24282
'530330295043000',8943
'530330295033000',15372
'530330105002006',12544
'530330106003000',18692
'530330106003008',14192
'530330116001008',20023
'530330105001006',5083
'530330106003017',14185
'530330106001005',18692
'530330106001006',18692
'530330106001024',395
'530330116005013',13293
'530330116002017',15673
'530330116002020',15674
'530330115003023',27808
'530330115002004',27809
'530330120003004',1165
'530330120003008',1165
'530330118002015',1172
'530330118002013',1172
'530330118002003',23084
'530330119001014',1171
'530330119001023',1171
'530330118002020',23079
'530330260012004',19383
'530330099004000',3187
'530330297004023',9
'530330058014018',7697
'530330206004006',2124
'530330024001001',2463
'530330290014020',17787
'530330022001008',14092
'530330203003003',3269
'530330209001007',13849
'530330206004007',15901
'530330289011013',2946
'530330288011006',4264
'530330288012035',2248
'530330288022049',51337
'530330284021004',21016
'530330284021002',21017
'530330284023004',20211
'530330284023008',20214
'530330284022009',21036
'530330284032008',5178
'530330284023015',21033
'530330284033004',17233
'530330284033007',23150
'530330288022054',51337
'530330291022013',22512
'530330078002038',27153
'530330089003026',6650
'530330089003020',6652
'530330089004009',21789
'530330089004013',8246
'530330089004012',8247
'530330095002005',6780
'530330089003011',17314
'530330089003012',6660
'530330089002009',20264
'530330089002013',2927
'530330089001022',6665
'530330089002025',2929
'530330095002001',18190
'530330095001009',22914
'530330094004003',8018
'530330099004092',27139
'530330107021011',16530
'530330108002009',17527
'530330108002002',11432
'530330107022003',12941
'530330107023011',13490
'530330069004015',51402
'530330080013015',51408
'530330072001026',10921
'530330072001013',10888
'530330072001029',10923
'530330072003006',3440
'530330072002010',3625
'530330069002010',10058
'530330042001029',16147
'530330042001030',16147
'530330042002025',16147
'530330288012005',5173
'530330275001008',9801
'530330069003008',22065
'530330059005017',12971
'530330102001045',18290
'530330099004030',379
'530330275003016',6434
'530330298013011',6827
'530330284024056',14886
'530330286004006',21889
'530330284024031',14881
'530330292051022',12483
'530330099001019',51436
'530330093003059',24450
'530330047002075',2524
'530330093001018',24387
'530330058023005',12570
'530330262001154',13985
'530330057001042',8288
'530330327032001',16804
'530330327021010',4326
'530330326021000',15782
'530330327025208',5297
'530330325004000',17479
'530330326022041',10416
'530330328003350',14076
'530330325002032',12186
'530330326021024',18047
'530330328001125',12565
'530330324012018',1497
'530330324022024',7179
'530330327025238',8181
'530330327025235',681
'530330327025033',17398
'530330327025220',682
'530330325004051',4921
'530330324023008',19335
'530330325004048',8846
'530330325004049',25947
'530330325004076',25946
'530330325003014',25987
'530330325004046',25975
'530330325003024',25976
'530330325003055',25978
'530330325002063',2372
'530330325002055',11604
'530330325002056',25951
'530330326024012',24878
'530330326023024',24865
'530330327025000',13522
'530330326023005',51566
'530330328003241',4469
'530330327021034',51358
'530330326012008',16061
'530330325002092',2816
'530330327042079',4804
'530330328003152',758
'530330328003270',757
'530330325001087',859
'530330328001082',7684
'530330324014006',11643
'530330328001106',7107
'530330324011053',856
'530330316032049',4239
'530330316032050',4246
'530330316032035',3718
'530330316011015',2221
'530330313022020',17650
'530330322034011',25757
'530330322112013',18940
'530330322083033',11575
'530330322123007',7674
'530330321031056',411
'530330322083015',9866
'530330322084004',11579
'530330322132005',6432
'530330321041036',4322
'530330047002062',14592
'530330047003014',14554
'530330047003017',14555
'530330262001192',17486
'530330286003000',8964
'530330031005034',1972
'530330096004021',26973
'530330007003000',21400
'530330018003002',15263
'530330057002002',2977
'530330061002010',10639
'530330081003000',10769
'530330114012005',872
'530330205006004',22048
'530330209001023',9918
'530330214002003',51498
'530330275001015',9796
'530330032006035',22904
'530330032006042',6162
'530330032005012',6151
'530330295031002',26001
'530330295031000',24748
'530330261004003',11753
'530330260014011',6386
'530330262001050',10358
'530330262001048',16960
'530330262001168',1205
'530330283003001',25062
'530330283003002',25061
'530330292061114',6362
'530330297002038',9984
'530330296014012',18579
'530330120003011',16033
'530330120002011',15218
'530330120003013',225
'530330115003008',13323
'530330115003020',14157
'530330115002003',27810
'530330115002019',9517
'530330005001003',4527
'530330267004017',6378
'530330120002002',718
'530330276002018',6403
'530330298023006',1569
'530330097011012',380
'530330097013012',901
'530330097012005',9678
'530330097011022',382
'530330097024006',6803
'530330097021005',13600
'530330097021004',26960
'530330097014017',20590
'530330110021025',4614
'530330101003014',8601
'530330103004002',9041
'530330103005007',9029
'530330104012018',19757
'530330103004013',14127
'530330111014004',16916
'530330110012000',17261
'530330101002018',25262
'530330103005001',21502
'530330103001005',20743
'530330103003007',16880
'530330110012004',8951
'530330110013001',17266
'530330103002009',16903
'530330103002015',16903
'530330103002018',16903
'530330284033017',17371
'530330072002018',3440
'530330072001038',10927
'530330050001036',22853
'530330050001042',22856
'530330050001017',19515
'530330050001041',19530
'530330054001003',12313
'530330054004012',19067
'530330054004022',19068
'530330054001010',2589
'530330077003002',27728
'530330077002015',7740
'530330077001009',27749
'530330077004009',27728
'530330077003010',23365
'530330078004012',27749
'530330077001021',27752
'530330077001028',27742
'530330042003020',5436
'530330042003034',51388
'530330041005002',8294
'530330041004008',5441
'530330078002002',20949
'530330110023012',153
'530330104011016',19757
'530330104011012',19757
'530330104011015',19757
'530330104011014',9066
'530330104023023',18994
'530330298021011',2195
'530330274001007',25429
'530330204012013',2844
'530330058023020',12575
'530330292031002',7001
'530330006001018',22329
'530330274003014',8554
'530330288011000',4266
'530330045002002',51379
'530330292061127',6992
'530330292061099',5821
'530330099004048',7076
'530330057001018',8288
'530330275002023',9804
'530330295022005',14868
'530330293032009',3413
'530330283003053',5265
'530330280001006',6460
'530330297003013',12487
'530330067002022',12256
'530330093003221',21050
'530330113001005',25322
'530330213001015',22600
'530330017021000',18078
'530330326011035',7682
'530330324013044',11699
'530330324014005',11287
