parcel_id,census_block_id,GQ
93657,45922,2
93709,45922,1
93791,45684,1
93794,45684,1
93805,45684,1
95390,45987,1
95406,45987,1
95407,45987,2
95422,45987,1
95424,45987,1
95479,46001,1
95643,46001,1
95644,46001,1
95785,46001,1
95816,46001,1
95831,46001,2
100266,44265,2
100267,44265,1
100575,46192,1
100576,46192,1
101023,46192,1
101030,46192,1
101098,46197,3
101285,46197,7
101412,46197,7
103478,44932,1
103640,46322,524
103700,46322,176
105910,46467,1
106001,46478,1
106002,46478,1
106004,46478,1
106005,46478,1
106006,46478,1
106136,46478,1
106141,46467,1
106144,46467,1
106452,46507,1
106453,46507,1
106454,46507,1
106457,46507,1
106460,46507,1
106461,46507,1
106462,46507,1
106463,46507,1
106464,46507,1
106465,46507,1
106466,46507,1
106699,46507,2
107039,46540,1
107047,46540,1
108079,46605,1
108082,46605,1
108089,46605,1
108090,46605,1
108094,46605,1
108921,46654,1
108987,46654,1
109257,46694,6
109258,46694,3
109259,46694,3
109260,46694,3
109261,46694,6
109262,46694,3
109263,46694,3
109264,46694,6
109265,46694,3
109266,46694,3
109267,46694,3
109268,46694,3
109269,46694,3
109270,46694,3
109271,46694,6
109278,46299,3
109294,46694,6
109320,46694,6
109329,46694,3
109330,46694,2
109334,46694,4
109335,46694,4
109337,46694,3
109340,46299,2
109341,46694,2
109342,46694,2
109981,46752,2
109991,46752,1
109995,46752,1
110076,46761,2
110078,46761,1
110180,45291,2
110181,45291,1
110182,45291,1
110183,45291,1
110184,45291,1
110185,45291,1
110627,46792,6
110628,46792,8
110711,46792,1
110712,46792,2
110716,46792,2
110717,46792,1
110811,46792,29
110818,46792,3
110826,46792,3
110835,46792,1
110838,46792,12
110980,46819,1
110989,46819,1
110990,46819,1
110991,46819,2
111312,46761,4
111315,46761,1
111337,46761,1
111359,46761,2
111561,46871,1
111564,46871,1
111565,46871,1
111567,46871,1
111573,46871,2
111575,46871,1
111759,46819,2
112549,46938,1
112553,46938,1
112840,46938,2
112841,46938,1
112842,46938,1
112861,46947,2
112862,46947,3
112863,46947,3
113085,46914,1
113605,46996,1
113626,46996,1
113628,46996,1
113629,46996,1
113691,46996,1
113724,46996,1
114266,46947,5
114267,46947,4
114268,46947,5
114269,46947,21
114310,46947,4
114629,47031,1
114704,47031,1
114780,47031,1
114781,47031,1
115223,46996,1
115224,46996,1
115227,46996,1
115232,46996,1
115234,46996,1
115250,46996,1
115286,46996,1
115317,46996,1
115337,46996,2
116128,47077,1
116131,47077,1
116142,47079,1
116144,47079,1
116146,47079,1
116157,47080,2
116158,47080,3
116159,47080,2
116160,47080,2
116373,47092,8
116374,47092,8
116376,47092,6
116459,47098,7
116896,47126,1
116902,47126,1
116985,47126,1
116987,47126,1
116989,47126,1
116991,47126,1
118360,47077,1
118362,47077,1
118374,47079,1
118375,47080,2
118376,47080,2
118377,47080,2
118378,47080,2
118380,47080,1
118381,47080,1
118382,47080,1
118383,47079,1
118522,47092,7
118523,47092,8
118546,47092,4
118547,47092,9
118560,47172,1
118561,47172,1
118562,47172,1
118563,47172,1
118565,47172,1
118566,47172,1
118567,47092,10
118573,47172,2
118607,47092,8
119219,47202,1
119244,47202,1
120719,47256,1
120725,47256,1
120789,47256,1
120869,47256,1
121576,47202,3
121633,47285,1
121664,47285,1
121682,47285,1
121685,47285,1
121687,47285,2
122401,47315,1
122405,47315,2
122407,47315,1
122409,47315,1
122413,47315,1
123702,47285,1
123741,47285,1
124349,47373,1
124361,47373,1
124372,47373,1
125949,47413,1
125952,47413,1
125955,47413,1
126114,47413,1
126115,47413,1
126122,47413,1
126937,47455,1
126938,47455,1
126940,47455,1
126943,47455,1
126944,47455,1
126945,47455,1
127277,47466,1
127343,47466,1
127344,47466,1
127349,47466,1
127359,47466,1
127360,47466,1
127379,47472,1
128597,47525,1
128598,47525,1
128628,47525,1
128777,47525,1
128973,47445,1
128974,47445,1
129007,47445,1
129423,47552,1
129579,47552,1
129592,47552,1
129607,47552,1
129645,47552,1
129663,47552,1
129666,47552,1
129765,47466,1
130218,47472,2
132150,47633,1
132253,47633,2
132886,47659,1
132917,47659,1
133178,47660,1
133217,47660,2
133517,47675,1
134414,47706,1
134416,47706,1
134420,47706,1
134443,47705,1
134515,47706,2
134552,47705,1
134560,47705,1
135133,47659,1
135189,47659,1
135260,47659,2
135509,47734,1
135785,47747,1
135786,47747,1
135813,47747,1
135815,47747,1
135816,47747,1
135818,47747,1
135830,47747,1
135895,47753,1
135913,47753,1
136001,47754,1
136079,47753,3
140730,47888,1
140733,47888,1
140743,47888,1
140748,47888,1
141153,47888,1
146791,48156,1
146793,48156,1
147666,48156,1
147667,48156,1
147695,48156,1
148630,48216,2
150965,48270,1
150985,48270,1
150986,48270,3
150987,48270,1
150988,48270,1
151080,48270,1
154778,48386,1
154834,48386,1
155632,48330,1
155646,48330,1
155710,48419,1
155712,48419,1
155715,48419,1
156208,48429,1
156293,48429,1
156385,48386,1
156402,48386,1
157920,48330,1
158097,48526,1
158100,48526,1
158113,48526,1
158114,48526,1
158149,48526,1
158178,48429,1
158202,48429,1
158243,48429,1
158249,48429,1
158384,48386,1
158426,48386,1
159422,48563,1
159423,48563,1
159424,48563,2
159425,48563,1
159505,48563,1
159507,48563,2
159508,48563,1
159538,48563,1
159539,48563,1
159540,48563,1
159597,48563,1
159598,48563,1
159604,48563,1
159619,48563,2
159620,48563,1
159636,48563,1
159637,48563,1
159638,48563,1
159639,48563,1
159641,48563,2
159642,48563,1
159643,48563,2
159644,48563,1
159645,48563,1
159646,48563,1
159647,48563,1
160422,48563,1
160423,48563,1
160425,48563,1
160426,48563,1
160427,48563,1
160442,48563,1
160443,48563,1
160452,48563,1
163518,47888,1
163523,47888,2
163566,47888,1
168147,48859,1
168155,48859,1
168198,48859,1
168202,48859,1
168345,48864,1
168347,48864,1
168368,48864,1
168372,48864,1
168382,48864,1
168383,48864,1
168795,48878,1
168796,48878,1
168797,48878,2
168873,48864,1
168972,48878,1
168973,48878,1
168974,48878,1
168983,48888,1
168991,48888,1
169020,48864,1
169021,48859,1
169068,48864,1
169111,48861,1
169113,48859,1
169114,48859,2
169130,48861,1
169131,48861,1
169144,48859,1
169151,48859,2
169152,48859,3
169160,48859,2
169209,48888,1
169425,48888,2
170650,47734,1
170738,47734,2
170741,47734,1
170962,47734,1
171131,47754,1
171136,47754,1
171172,47754,1
171237,47754,1
171511,48979,1
171512,48979,1
171518,48979,1
171588,48979,1
171668,48979,1
171955,48988,1
171959,48988,1
171974,48988,1
171975,48988,1
173053,49017,1
173075,49017,3
173086,49017,1
173141,49017,1
173142,49017,4
173151,49017,3
173244,49019,1
173372,49019,1
173380,49019,1
174248,49047,1
174263,49047,1
174482,49049,7
174483,49049,2
174581,49049,1
174583,49049,1
174584,49049,1
174614,49049,1
174644,48979,1
174718,48979,1
174720,48979,2
174725,48979,3
174749,48979,1
174900,48988,1
174978,48988,1
175928,49017,1
177066,49047,1
177103,49047,1
177357,49049,1
178380,49144,1
178527,49144,1
178529,49144,1
178530,49144,1
178535,49144,1
178541,49144,1
179144,49161,1
179146,49161,1
179151,49165,2
179171,49165,1
179174,49165,1
179574,49111,1
179969,49196,1
180690,49209,1
180702,49209,1
180753,49209,1
180765,49209,1
180811,49209,1
180898,49210,1
180906,49210,1
180951,49210,1
180975,49210,1
181073,49210,1
181309,49210,2
181361,49222,1
181362,49216,1
181374,49216,1
181376,49216,1
181382,49216,1
181401,49144,1
181415,49144,1
181475,49144,1
181534,49144,1
181536,49144,1
181572,49144,1
181574,49144,1
181579,49144,1
181611,49144,1
182071,49161,1
182075,49161,1
182283,49165,1
182284,49165,1
182304,49161,1
182310,49161,1
182327,49242,1
182491,49242,1
182516,49165,1
182520,49165,1
182759,49111,1
182766,49111,1
183268,49196,1
183313,49196,1
183315,49196,1
183335,49196,1
184087,49284,1
184094,49284,1
184250,49291,1
184277,49291,1
184306,49291,1
184329,49293,1
184526,49293,1
184559,49293,1
184566,49293,1
184570,49293,1
184990,49300,1
184995,49300,1
184998,49300,1
185038,49222,1
185083,49216,1
185099,49222,1
185106,49222,1
185117,49222,1
185142,49222,1
185145,49222,1
185167,49222,1
185189,49216,1
185281,49216,1
185393,49216,1
186206,49338,1
186210,49338,1
186217,49338,1
186259,49242,1
186262,49242,1
186277,49338,2
186320,49242,1
186575,49340,1
188059,49284,1
188064,49284,1
188082,49284,2
188118,49291,1
188124,49291,1
188602,49300,1
188607,49300,1
189123,49316,1
189254,49316,1
189308,49316,1
189311,49316,1
189345,49316,1
189356,49316,1
189583,49316,1
189844,49340,1
189889,49340,1
189895,49340,1
189917,49340,1
189949,49340,1
191981,49476,1
192993,49499,1
192995,49499,1
193071,49499,2
194131,49529,1
194133,49529,1
194135,49529,1
195584,49476,5
195586,49476,1
195606,49476,1
196011,49606,2
196494,49614,1
197078,49636,1
197080,49636,1
197083,49636,1
197287,49636,1
197324,49639,1
197340,49636,1
197341,49636,1
197412,49636,1
197414,49636,1
197418,49636,1
197429,49639,1
197447,49639,1
197454,49639,1
197456,49636,1
198539,49658,1
198605,49658,1
198623,49658,1
199095,49670,1
199278,49670,1
199308,49670,1
199312,49670,1
199313,49670,2
199650,49681,1
199902,49681,2
199903,49681,1
199999,49681,1
200003,49681,1
200186,49606,4
200750,49614,1
200778,49611,1
201180,49636,1
201184,49636,1
201413,49636,1
201458,49636,1
201470,49636,1
201474,49636,1
201513,49714,1
201679,49636,1
201680,49636,1
201865,49714,1
202023,49720,1
202033,49720,1
202035,49720,2
202047,49720,1
202051,49720,1
202309,49731,1
202310,49731,1
202311,49731,1
202312,49731,1
202313,49731,1
202314,49731,1
202315,49731,1
202316,49731,1
202317,49731,1
203550,49681,1
203951,49681,1
203956,49681,1
203995,49606,1
204184,49770,1
204227,49770,1
204230,49770,1
204258,49770,1
205820,49714,1
205841,49714,1
206039,49529,1
206289,49811,2
206340,49813,1
206342,49813,1
206345,49813,1
206451,49813,1
206456,49813,1
206634,49821,1
206658,49821,1
206809,49821,1
206827,49821,1
206831,49821,1
206838,49821,1
207583,49847,1
207700,49844,1
207729,49844,1
207735,49844,1
207736,49844,1
207738,49844,1
207741,49844,1
207765,49844,1
207766,49844,1
207879,49847,1
207885,49847,1
207946,49847,1
211315,49975,1
211457,49978,1
211461,49978,1
211467,49978,1
211483,49978,1
211510,49978,1
211589,49978,1
211626,49983,1
211627,49983,2
211649,49985,1
211654,49983,1
211672,49983,1
211678,49983,1
211789,49985,1
212804,50018,1
212807,50020,1
212823,50020,1
212840,50018,1
212883,50023,1
213007,50026,2
213058,50020,1
213064,50020,1
213081,50018,1
213086,50018,1
213087,50018,1
213090,50018,1
213093,50018,1
213095,50018,1
213332,50042,1
213465,50042,1
213471,50042,1
213482,50042,1
213508,50042,1
214573,49879,1
214617,49879,1
214619,49879,1
214622,49879,1
214717,49879,2
215436,49892,1
215441,49892,1
215442,49892,2
216677,50131,1
216680,50131,1
216682,50131,1
216683,50131,1
216684,50131,1
216685,50131,1
216686,50131,1
216687,50131,1
216814,50023,4
216818,50023,1
216819,50023,1
216820,50023,1
216821,50023,1
216822,50023,1
216823,50023,1
216824,50023,1
216825,50023,1
216826,50023,1
216827,50023,1
216828,50023,9
216884,50023,2
216885,50023,4
216893,50023,1
216894,50023,1
216895,50023,3
216934,50023,1
216935,50023,1
216936,50023,1
216989,50042,1
217004,50042,1
217044,50042,1
217058,50042,1
217291,50164,1
217409,50164,1
217416,50164,1
217513,50164,1
218038,50181,1
218132,50181,2
218206,50181,1
218938,48650,2
218944,48650,1
219245,50215,2
219277,50215,1
219283,50215,1
219287,50215,1
219288,50215,1
219291,50215,1
219292,50215,1
219293,50215,1
219297,50215,1
219301,50215,1
219354,50215,2
219383,50215,1
219387,50215,1
219399,50221,1
219405,50221,1
219407,50221,1
219990,50235,1
220028,50235,1
220037,50235,2
221545,50164,1
221663,50164,1
222291,50181,1
222300,50181,2
222369,50291,1
222374,50291,1
222383,50295,1
222415,50291,1
222416,50291,1
222466,50300,1
222467,50300,2
222477,50300,1
222479,50300,1
222493,50291,1
222498,50295,1
222504,50295,1
222505,50300,1
222617,50300,1
222618,50300,1
223405,50330,1
223406,50330,1
223477,50330,1
223489,50330,2
223577,50337,1
223673,50221,2
223674,50221,1
225021,50381,3
225022,50381,1
225218,50384,1
225230,50384,1
226016,50164,1
226020,50164,1
226084,50164,1
226690,50416,1
226866,50295,2
226880,50295,1
226908,50295,1
226940,50295,1
226960,50295,1
226961,50295,1
227020,50295,1
227024,50295,1
227052,50295,1
228044,50322,1
228051,50322,1
228228,50322,1
228414,50337,1
228444,50337,1
228463,50337,1
228474,50337,1
228475,50337,1
229016,50498,2
229019,50498,1
229268,50516,1
229272,50516,3
229306,50516,1
229311,50516,1
229312,50516,1
229313,50516,2
229314,50516,1
229318,50516,2
230112,50384,1
230119,50384,1
230469,50562,1
230470,50562,2
230734,50564,1
231379,50416,1
231397,50416,1
231398,50416,1
231470,50416,1
231507,50416,1
234935,50694,3
234945,50694,1
234981,50694,1
234987,50694,2
235533,50562,1
235534,50562,1
235558,50564,1
235567,50564,2
235569,50564,1
235573,50564,1
235578,50564,1
235609,50564,1
235613,50564,1
235684,50716,1
236447,50416,1
236532,50416,1
238045,50784,1
238099,50787,2
238152,50784,1
238667,50813,1
238671,50813,1
238673,50813,1
238970,50813,1
238980,50813,1
238994,50813,1
238998,50813,1
239074,50828,1
239089,50828,1
239091,50828,1
239092,50828,1
239138,50828,2
239140,50813,1
239141,50828,1
239836,50694,1
239859,50850,1
240300,50716,1
240301,50716,1
240302,50716,1
240303,50716,2
240304,50716,2
240305,50716,1
240467,50716,1
240468,50716,1
240539,50881,1
240540,50881,1
240541,50881,1
240542,50881,1
240543,50881,1
240544,50881,1
240545,50881,1
240546,50881,1
240547,50881,1
240548,50881,1
240551,50881,1
240552,50881,1
240553,50881,1
240554,50881,1
240555,50881,1
240556,50881,1
240557,50881,1
240558,50881,1
240559,50881,1
240560,50881,1
240561,50881,1
240562,50881,1
240563,50881,1
240564,50881,1
240570,50881,2
240574,50881,39
240578,50881,1
240579,50881,1
240581,50881,1
240587,50881,1
240588,50881,1
240589,50881,1
240592,50881,1
240593,50881,1
240594,50881,1
240595,50881,1
240788,50881,24
241744,50752,1
241754,50752,1
241755,50752,1
241756,50752,1
241759,50752,1
241821,50752,1
242377,50922,1
242466,50772,6
242510,50925,1
242525,50925,1
242575,50937,1
242584,50937,1
242619,50925,1
242626,50925,1
242682,50925,1
242785,50787,1
243585,50973,1
243587,50973,1
244365,50850,1
244376,50850,1
245842,48861,1
246076,48861,3
246092,48861,1
246693,50934,1
246739,50922,1
246742,50922,1
247326,50922,1
247422,50934,1
247575,50922,1
247734,50973,1
247736,50973,1
247824,51110,1
247826,51110,1
247828,51110,1
247833,51110,2
247835,51110,1
247836,51110,1
247838,51110,1
247851,51111,1
247854,51111,1
247855,51111,1
247857,51111,1
247861,51111,1
247862,51111,1
247863,51111,1
251188,51203,1
251195,51203,1
251214,51203,1
251330,51203,1
251350,51203,1
251407,51203,1
251495,51203,1
252882,49144,1
253353,48988,1
253798,49847,1
255080,49144,1
255873,48979,1
256291,46914,1
256493,46914,1
256513,46467,1
257199,48979,1
267739,28066,1
267854,28066,2
268063,28066,1
268211,28066,1
268213,28066,1
268500,28066,1
268677,28066,1
268690,28066,1
268998,28066,3
270639,28159,2
271108,28159,1
271588,28159,1
276631,28370,1
276633,28370,3
280463,28510,1
280514,28510,1
280574,28510,1
280898,28510,1
282694,28605,1
282700,28605,1
282750,28600,2
282801,28605,2
283106,28605,1
283111,28605,1
283140,28600,1
284134,28600,1
284349,28600,1
284786,28600,1
287398,28731,1
287975,28731,1
287989,28731,1
288217,28731,1
288451,28731,1
289593,28771,3
289660,28750,2
289892,28794,1
290284,28794,1
290287,28794,1
290369,28794,1
290432,28750,1
290510,28771,1
290585,28750,1
290677,28794,1
291982,28840,1
293881,28840,1
296503,28840,1
296514,28840,1
296795,28974,1
296799,28974,1
296881,28840,1
297123,28984,1
297150,28974,3
297218,28974,1
297234,28974,2
297288,28974,1
297400,28974,1
297473,28974,1
297537,28972,1
297671,28972,1
297674,28972,1
297680,28840,1
297707,28972,1
297908,28972,1
298432,28984,1
300244,28972,1
301320,29084,2
301913,29102,1
301956,29102,1
302054,29102,1
302372,29084,2
302434,29102,1
302756,29084,1
302765,29102,1
303599,29144,1
303752,29144,1
303754,29144,1
303786,29144,1
304486,29144,1
306328,29145,1
306429,29144,1
306701,29145,7
310247,29239,1
311275,29334,1
311280,29334,1
311557,29334,1
311578,29334,1
311856,29363,3
311869,29363,2
312048,29334,1
312062,29334,1
312362,29361,1
312411,29361,2
312543,29361,1
312748,29361,1
312921,29363,2
313023,29363,1
313120,29390,1
313243,29390,1
313736,29361,1
314535,29390,1
314718,29361,2
314852,29390,1
314987,29442,1
315231,29390,1
315241,29442,3
315477,29442,1
315592,29455,1
315593,29455,1
315646,29361,2
315840,29455,1
315865,29455,2
316495,29361,1
316920,29361,1
317282,29515,1
317367,29501,1
317433,29501,1
317995,29501,1
318020,29515,2
318063,29501,1
318089,29501,1
318211,29476,1
318300,29515,1
318548,29515,1
318662,29501,1
318679,29515,1
318847,29476,1
318863,29476,1
319532,29476,1
319872,29476,1
320284,29476,1
324387,29759,1
324500,29759,1
326886,29857,4
326920,29859,1
326995,29859,1
327045,29859,1
327048,29859,1
327051,29859,1
327053,29859,1
327159,29857,1
327177,29857,1
327180,29859,1
327216,29859,1
327261,29859,1
327280,29859,1
327293,29857,1
327335,29857,1
327339,29859,1
327355,29859,1
327415,29859,1
327428,29859,1
327512,29859,1
327603,29859,1
327636,29857,4
327683,29859,1
327706,29859,2
327793,29859,1
327902,29859,1
327906,29859,1
327981,29859,1
327985,29859,1
328100,29926,1
328896,29926,1
329119,29926,1
329363,29926,1
329552,29926,1
329754,29926,1
329942,29926,1
329954,29926,1
330235,29926,1
330337,29926,1
330600,29926,1
330718,29926,2
330814,29926,1
331534,30096,1
331536,30096,1
331539,30096,1
331545,30096,1
331560,30097,1
331562,30097,1
331565,30097,1
331569,30097,1
331872,30096,1
331877,30096,1
331878,30096,1
331886,30097,1
331888,30097,1
331894,30097,1
331896,30097,1
331897,30097,1
338324,30335,1
338819,30335,1
338893,30335,1
339053,30362,1
339073,30362,1
339254,30362,1
339449,30362,1
339810,30362,1
340015,30362,1
342957,30487,1
343422,30487,2
343563,30487,1
343834,30487,1
343938,30487,1
344562,30487,3
345526,30487,1
346515,30487,1
347958,30675,1
348512,30699,1
348847,30675,1
348870,30699,1
348889,30675,1
349373,30716,1
349745,30675,1
350022,30675,1
350622,30716,1
350635,30675,1
350666,30716,1
350879,30699,2
351247,30716,1
351252,30716,1
351279,30716,2
351302,30716,2
351334,30716,1
351504,30699,1
351534,30699,1
351786,30716,1
352078,30716,1
352827,30716,1
353259,30716,1
353308,30716,1
353358,30716,1
353629,30826,1
353807,30699,1
356433,30894,1
356556,30894,1
356558,30894,1
362806,31015,1
363170,31015,1
363963,31015,1
364106,31042,1
364127,31042,1
364218,31042,1
364757,31049,1
364758,31049,1
364810,31049,1
364938,31049,1
365183,31049,1
365248,31042,1
365617,31042,1
365714,31042,1
375613,31286,3
380542,31490,1
380785,31488,1
380787,31488,1
380979,31488,1
382687,31488,1
382714,31488,1
389802,31710,1
390060,31710,1
390075,31710,1
390133,31710,1
390139,31710,1
393939,31490,1
396473,31490,1
396480,31490,1
396701,31490,1
396710,31490,1
401149,31995,1
401179,31995,1
401201,31995,1
401289,31995,1
401952,32032,1
405272,31693,1
405291,31693,2
405355,31693,1
406199,32032,1
406208,32032,1
407781,32203,1
408374,31995,1
408380,31995,1
408851,32250,1
408852,32250,1
408854,32250,1
408855,32250,1
408908,32250,1
408909,32250,1
408918,32250,1
408919,32250,1
408921,32250,2
409360,32210,1
409363,32210,1
418114,32612,5
418115,32612,4
419842,32685,1
419843,32685,1
419844,32685,1
419845,32685,1
419846,32685,1
419847,32685,1
419848,32685,1
419849,32685,1
419850,32685,1
419851,32685,1
419852,32685,1
420302,32726,1
420303,32726,3
420304,32726,1
421295,32250,1
421299,32250,1
421304,32250,1
421305,32250,1
421306,32250,1
421383,32210,1
421386,32210,2
421391,32210,1
421392,32210,2
421436,32203,1
421438,32203,1
421443,32203,1
422469,32824,1
422475,32824,1
422506,32824,1
422626,32832,1
422627,32832,1
422629,32832,1
422630,32832,1
422635,32832,1
422858,32824,1
425563,33006,1
425564,33006,1
425570,33006,1
425571,33006,1
425575,33006,1
427883,33099,1
428052,33099,1
428057,33099,1
428517,33142,1
428812,33167,1
428820,33167,1
428903,33167,1
428907,33167,1
428920,33167,2
428945,33167,1
428947,33167,1
428948,33167,2
429045,33167,1
431113,33308,2
431129,33308,1
432174,33308,1
432175,33308,1
432176,33308,4
433795,33308,1
433809,33513,1
433813,33513,1
433832,33513,1
434728,33545,1
434729,33545,1
434730,33545,1
434731,33545,1
434732,33545,1
434733,33545,1
434734,33545,1
434735,33545,1
434736,33545,1
434737,33545,1
434738,33545,1
434739,33545,1
434761,33548,1
434767,33548,1
434768,33548,2
434877,33563,1
434878,33563,1
434879,33563,1
434880,33563,1
434881,33563,1
434882,33563,1
434883,33563,1
434884,33563,1
434885,33563,1
435112,33570,1
435113,33570,1
435115,33570,1
435119,33570,1
435120,33570,2
435125,33570,1
435503,33587,1
435504,33587,1
435509,33587,1
436115,33142,1
436260,33613,1
436261,33613,1
436262,33613,1
436269,33613,1
436270,33613,1
436271,33613,1
436272,33613,1
436273,33613,1
436466,33620,1
436474,33620,1
437062,33655,2
437117,33655,1
437119,33655,1
437125,33655,1
437333,33655,1
437359,33407,1
437365,33407,1
437466,33620,1
437476,33620,1
437682,33620,1
437692,33407,1
437693,33407,2
437694,33407,1
437696,33407,1
437721,33407,1
437724,33407,1
437738,33407,1
437742,33407,1
437745,33407,1
437746,33669,1
437747,33669,1
437748,33669,1
437749,33669,1
437750,33669,1
437751,33669,1
437752,33669,1
437753,33669,1
437755,33669,1
437756,33669,1
437758,33669,1
437759,33669,1
437764,33407,1
437769,33407,1
437772,33407,1
437776,33407,1
437780,33407,1
437798,33407,1
437801,33407,1
437813,33407,1
437926,33404,1
437928,33404,1
437929,33404,1
437935,33404,1
437936,33404,1
438016,33670,1
438023,33670,1
438026,33670,1
438027,33670,1
438028,33670,1
438029,33670,1
438036,33670,1
438037,33670,1
438038,33670,1
438041,33670,1
438042,33670,1
438046,33670,2
438334,33227,1
438335,33227,2
438337,33227,1
438342,33227,1
438348,33227,1
439462,33439,1
440447,33453,2
440464,33453,1
440738,33763,1
440739,33763,1
440740,33763,1
440773,33763,1
440777,33763,1
440778,33763,1
440832,33769,2
440833,33769,2
442192,33404,2
445028,33893,2
445032,33893,1
445035,33513,1
445036,33513,1
445049,33893,1
445053,33893,1
446638,33944,1
446642,33944,1
446643,33944,1
448675,34035,1
448679,34035,1
448683,34035,1
448694,34035,1
451257,34097,1
451259,34097,1
451274,34097,1
451275,34097,1
452256,33142,1
452281,33142,1
452282,33142,1
452291,33142,1
452303,33142,1
452325,33142,1
453130,33439,1
453139,33439,1
453140,33439,1
453142,33439,1
453867,33587,1
453872,33587,1
453875,33587,1
453891,33587,1
454856,34204,1
454858,34204,1
454859,34204,1
454862,34204,1
454863,34204,1
454865,34204,1
454866,34204,1
455135,33453,1
455137,33453,1
455166,33453,1
455205,33099,1
457768,34347,1
457787,34347,1
457789,34347,1
459104,34408,1
459106,34408,1
459109,34408,1
459124,34409,1
459125,34409,1
459131,34408,1
459134,34408,1
459141,34408,1
459148,34409,1
459153,34409,1
459155,34409,1
459158,34409,2
459166,34409,1
459168,34409,1
459203,34411,1
459901,34411,1
460165,34411,1
460173,34411,1
460177,34411,1
460759,34347,1
460977,34411,2
460999,34348,1
461006,34348,1
461150,34411,2
461358,34348,1
461389,34348,1
463036,34596,1
463037,34596,1
463038,34596,1
463040,34596,1
463785,34627,2
463786,34627,2
463787,34627,1
463794,34627,1
463795,34627,1
463799,34627,1
463800,34627,1
463801,34627,1
463802,34627,1
463803,34627,1
463804,34627,1
463805,34627,1
463893,34627,1
464326,34644,7
464594,34627,1
464595,34627,1
464596,34627,1
464597,34627,1
464598,34627,1
465507,34672,2
465509,34672,1
465523,34672,2
465526,34672,1
467862,34815,1
467867,34815,1
467872,34815,1
467879,34815,1
467880,34815,1
467883,34815,1
467890,34815,1
467891,34815,1
469563,34922,2
469606,34922,1
469607,34922,1
469653,34922,3
469655,34922,1
469656,34922,2
469663,34924,1
469675,34924,1
469730,34924,1
469752,34932,1
469777,34932,1
469789,34924,1
470145,34971,1
470186,34971,1
470198,34971,1
470203,34971,1
470757,35010,1
470758,35010,1
470790,35010,1
470799,35010,1
470802,35010,1
470803,35010,1
470812,35010,3
470982,35010,1
470983,35010,1
472226,35104,5
472348,35104,1
472383,35104,1
472559,35136,1
472781,35159,2
472874,35159,4
474271,35245,10
476496,35422,6
476497,35422,4
476498,35422,2
476499,35422,6
476500,35422,3
476501,35422,3
476502,35422,4
478231,35520,2
478233,35520,1
478234,35520,1
478235,35520,1
478236,35520,1
478237,35520,1
479991,35612,2
479992,35612,2
480085,35622,1
480240,35634,1
480242,35634,1
480246,35634,1
480250,35634,1
480974,35669,2
481053,35669,9
481151,35683,2
481153,35683,10
481787,35770,1
483876,34411,1
484666,35843,1
484672,35843,1
484674,35843,1
484687,35843,1
484693,35843,1
484698,35843,1
489560,36097,2
489600,36097,2
489619,36136,1
489620,36136,1
489621,36136,1
489622,36136,1
489623,36136,1
489624,36136,1
489625,36136,1
489626,36136,2
489627,36136,1
489628,36136,1
489629,36136,2
489630,36136,1
489631,36136,1
489632,36136,1
489633,36136,1
489721,36136,6
489724,36136,2
489726,36136,1
489728,36136,1
489730,36136,6
489732,36136,1
489734,36136,1
489736,36136,1
489738,36136,1
489740,36136,1
489793,36097,1
489797,36097,2
492933,35159,1
493915,36336,1
493916,36336,1
493917,36336,1
493918,36336,1
493919,36336,1
493921,36336,1
493947,36336,1
493977,36336,2
493985,36336,1
494219,36347,1
494252,36347,3
494725,36372,2
494726,36372,2
494727,36372,1
494728,36372,1
494729,36372,1
494730,36372,1
494731,36372,1
494732,36372,1
494733,36372,5
494734,36372,2
494735,36372,2
494736,36372,2
494746,36373,1
494755,36373,1
495007,36396,1
495010,36396,1
495013,36396,1
495014,36396,1
495019,36396,1
495735,36456,11
495736,36456,9
495737,36456,4
495738,36456,13
495739,36456,9
495740,36456,4
495741,36456,4
495742,36456,9
495743,36456,9
495744,36456,4
495745,36456,4
495746,36456,9
495747,36456,9
495748,36456,9
495749,36456,8
495750,36456,4
495782,36463,3
495783,36463,3
495784,36463,1
495785,36463,1
495786,36463,6
495788,36463,2
495867,36471,2
495868,36471,2
495869,36471,1
495870,36471,1
495871,36471,1
495872,36471,2
495873,36471,2
495874,36471,2
495875,36471,1
495876,36471,2
495877,36471,2
495878,36471,1
495879,36471,1
495880,36471,2
496103,36491,8
496104,36491,15
496105,36491,12
496270,36507,5
496271,36507,2
496272,36507,2
496273,36507,2
496274,36507,2
496275,36507,7
496276,36507,2
496277,36507,1
496278,36507,2
496279,36507,2
498177,36627,1
498178,36627,1
498179,36627,1
498184,36627,1
498185,36627,1
499133,36670,1
499140,36670,2
499152,36670,1
499156,36670,1
500454,36726,1
500464,36726,1
501260,36759,1
501265,36759,1
505848,35159,1
505947,36336,1
505955,36336,2
508826,37062,1
508827,37062,1
508828,37062,1
508829,37062,1
508832,37062,1
508835,37062,1
508836,37062,1
508839,37062,1
508840,37062,1
508841,37062,1
508842,37062,1
508843,37062,1
508844,37062,1
508893,37065,1
508894,37065,1
508895,37065,2
508896,37065,1
508899,37065,1
508904,37065,1
508908,37065,1
509612,37108,1
509613,37108,1
509614,37108,1
