'Block','WAC','Jobs10'
'530350918002019','CNS04',3
'530350919001002','CNS17',3
'530350919003000','CNS04',3
'530350919003000','CNS12',3
'530350920001011','CNS19',3
'530350920002000','CNS04',3
'530350920002007','CNS19',3
'530350920003002','CNS04',3
'530350920003006','CNS19',3
'530350921001007','CNS06',3
'530350921001013','CNS14',3
'530350921001040','CNS04',3
'530350921001053','CNS04',3
'530350921001053','CNS12',3
'530350921001072','CNS04',3
'530350921002000','CNS12',3
'530350921002009','CNS04',3
'530350921003030','CNS06',3
'530350921003051','CNS05',3
'530350921003068','CNS08',3
'530350922001004','CNS04',3
'530350922001004','CNS18',3
'530350922001007','CNS10',3
'530350922001015','CNS18',3
'530350922001026','CNS16',3
'530350922002012','CNS19',3
'530350922003000','CNS12',3
'530350923001004','CNS14',3
'530350923002019','CNS06',3
'530350923002019','CNS16',3
'530350923003000','CNS19',3
'530350923003019','CNS19',3
'530350923003024','CNS16',3
'530350924001006','CNS15',3
'530350924001012','CNS10',3
'530350924001012','CNS11',3
'530350924001013','CNS02',3
'530350924003001','CNS10',3
'530350924003004','CNS11',3
'530350924003004','CNS12',3
'530350924003009','CNS10',3
'530350924003009','CNS18',3
'530350925001005','CNS08',3
'530350925002001','CNS15',3
'530350925003003','CNS07',3
'530350925003014','CNS19',3
'530350925004011','CNS04',3
'530350926005002','CNS09',3
'530350927011011','CNS04',3
'530350927011012','CNS19',3
'530350927011017','CNS19',3
'530350927012006','CNS04',3
'530350927013004','CNS10',3
'530350927013017','CNS04',3
'530350927013017','CNS15',3
'530350927041011','CNS04',3
'530350927041017','CNS04',3
'530350927042011','CNS06',3
'530350928011005','CNS06',3
'530350928011011','CNS07',3
'530350928011012','CNS14',3
'530350928011017','CNS10',3
'530350928011017','CNS19',3
'530350928013007','CNS08',3
'530350928013026','CNS04',3
'530350928021005','CNS14',3
'530350928022017','CNS07',3
'530350928023014','CNS12',3
'530350928031002','CNS04',3
'530350928031003','CNS19',3
'530350928031006','CNS19',3
'530350929012000','CNS08',3
'530350929013002','CNS14',3
'530350929014001','CNS17',3
'530350929014001','CNS19',3
'530350929014007','CNS14',3
'530350929021005','CNS14',3
'530350929023012','CNS19',3
'530350929023019','CNS19',3
'530350929023035','CNS08',3
'530350929023035','CNS14',3
'530350929023040','CNS04',3
'530350929023041','CNS04',3
'530359400001011','CNS04',3
'530359400002008','CNS12',3
'530359400002011','CNS04',3
'530359400002018','CNS04',3
'530359401002004','CNS06',3
'530359401002010','CNS12',3
'530359401002016','CNS14',3
'530359401003001','CNS11',3
'530359401003015','CNS07',3
'530530602001000','CNS06',3
'530530602001038','CNS06',3
'530530602001046','CNS10',3
'530530602001048','CNS19',3
'530530602001061','CNS08',3
'530530602001063','CNS07',3
'530530602001077','CNS08',3
'530530602001077','CNS19',3
'530530602001080','CNS10',3
'530530602001080','CNS17',3
'530530602001108','CNS11',3
'530530602001175','CNS05',3
'530530602001176','CNS05',3
'530530602001226','CNS19',3
'530530602001230','CNS12',3
'530530603001008','CNS19',3
'530530603003004','CNS05',3
'530530603003004','CNS11',3
'530530603003016','CNS10',3
'530530603003019','CNS07',3
'530530603003022','CNS16',3
'530530604001012','CNS04',3
'530530605001005','CNS06',3
'530530605001018','CNS19',3
'530530605001020','CNS06',3
'530530605002000','CNS12',3
'530530605004004','CNS16',3
'530530606001014','CNS16',3
'530530606001024','CNS16',3
'530530606002003','CNS19',3
'530530606002016','CNS19',3
'530530606004001','CNS07',3
'530530606004016','CNS12',3
'530530606006018','CNS19',3
'530530607003016','CNS15',3
'530530607004021','CNS10',3
'530530607004021','CNS12',3
'530530607005012','CNS10',3
'530530607005012','CNS16',3
'530530608001003','CNS19',3
'530530608002012','CNS16',3
'530530608007024','CNS15',3
'530530609032004','CNS19',3
'530530609032016','CNS12',3
'530530609041001','CNS14',3
'530530609041003','CNS16',3
'530530609042002','CNS19',3
'530530609042016','CNS06',3
'530530609044004','CNS11',3
'530530609051000','CNS11',3
'530530609052000','CNS07',3
'530530609052001','CNS20',3
'530530609053014','CNS19',3
'530530609061003','CNS14',3
'530530609061018','CNS11',3
'530530610011007','CNS11',3
'530530610011008','CNS06',3
'530530610012029','CNS16',3
'530530610013005','CNS06',3
'530530610021007','CNS11',3
'530530610024007','CNS18',3
'530530610024018','CNS07',3
'530530611001001','CNS18',3
'530530611001003','CNS18',3
'530530611001005','CNS04',3
'530530611001021','CNS07',3
'530530611004000','CNS07',3
'530530611004005','CNS18',3
'530530611004010','CNS16',3
'530530611006000','CNS12',3
'530530611007001','CNS12',3
'530530611007002','CNS16',3
'530530612001009','CNS08',3
'530530612001012','CNS07',3
'530530612002001','CNS06',3
'530530612003000','CNS19',3
'530530612003002','CNS19',3
'530530612006000','CNS07',3
'530530612006011','CNS11',3
'530530613001007','CNS07',3
'530530613001011','CNS19',3
'530530613002001','CNS19',3
'530530613002007','CNS12',3
'530530613002016','CNS06',3
'530530613003006','CNS19',3
'530530613004005','CNS16',3
'530530613004011','CNS19',3
'530530613005000','CNS19',3
'530530613005002','CNS19',3
'530530613006002','CNS06',3
'530530613006002','CNS10',3
'530530613006004','CNS19',3
'530530613006007','CNS19',3
'530530614002001','CNS19',3
'530530614002004','CNS12',3
'530530614002007','CNS18',3
'530530614002009','CNS19',3
'530530614003004','CNS19',3
'530530614003009','CNS11',3
'530530614003009','CNS19',3
'530530614003010','CNS19',3
'530530614003018','CNS07',3
'530530614003031','CNS07',3
'530530614003035','CNS09',3
'530530615001006','CNS19',3
'530530615001009','CNS18',3
'530530615001013','CNS11',3
'530530615001026','CNS19',3
'530530615002000','CNS04',3
'530530615002000','CNS12',3
'530530615002004','CNS07',3
'530530615002005','CNS18',3
'530530615002009','CNS12',3
'530530615002009','CNS15',3
'530530615002010','CNS19',3
'530530615002011','CNS18',3
'530530615002012','CNS11',3
'530530615003016','CNS12',3
'530530615004003','CNS11',3
'530530615004008','CNS19',3
'530530615004012','CNS10',3
'530530615004014','CNS20',3
'530530616011012','CNS04',3
'530530616011022','CNS12',3
'530530616011022','CNS19',3
'530530616011025','CNS11',3
'530530616011026','CNS07',3
'530530616011028','CNS05',3
'530530616011028','CNS15',3
'530530616011030','CNS12',3
'530530616011031','CNS11',3
'530530616011035','CNS11',3
'530530616011042','CNS12',3
'530530616011050','CNS19',3
'530530616011051','CNS09',3
'530530616011051','CNS11',3
'530530616011054','CNS04',3
'530530616011060','CNS10',3
'530530616011061','CNS08',3
'530530616011065','CNS11',3
'530530616021001','CNS15',3
'530530616021003','CNS07',3
'530530616021015','CNS19',3
'530530616021020','CNS18',3
'530530616021024','CNS19',3
'530530616021032','CNS11',3
'530530616021055','CNS07',3
'530530616021056','CNS07',3
'530530616021064','CNS06',3
'530530616021066','CNS04',3
'530530617001013','CNS16',3
'530530617001017','CNS19',3
'530530617002005','CNS19',3
'530530617002012','CNS19',3
'530530617003009','CNS19',3
'530530617004005','CNS19',3
'530530618001001','CNS07',3
'530530618001004','CNS19',3
'530530618001013','CNS19',3
'530530618001017','CNS12',3
'530530618001017','CNS19',3
'530530618002002','CNS07',3
'530530618003001','CNS19',3
'530530619001014','CNS16',3
'530530619001014','CNS19',3
'530530619002013','CNS10',3
'530530619002013','CNS12',3
'530530619002024','CNS19',3
'530530620004024','CNS19',3
'530530623002010','CNS16',3
'530530623004019','CNS07',3
'530530624001018','CNS19',3
'530530624002000','CNS04',3
'530530624002000','CNS19',3
'530530624002007','CNS12',3
'530530624003006','CNS19',3
'530530624003008','CNS16',3
'530530624003017','CNS19',3
'530530624004020','CNS19',3
'530530624005003','CNS09',3
'530530624005007','CNS19',3
'530530625001013','CNS16',3
'530530625001019','CNS16',3
'530530625002002','CNS19',3
'530530625004000','CNS19',3
'530530625004006','CNS19',3
'530530626001027','CNS06',3
'530530626001029','CNS06',3
'530530626001029','CNS11',3
'530530626001034','CNS19',3
'530530626001041','CNS19',3
'530530626001043','CNS14',3
'530530626001050','CNS19',3
'530530626001052','CNS06',3
'530530626001055','CNS05',3
'530530626001055','CNS14',3
'530530626001061','CNS18',3
'530530626001065','CNS04',3
'530530626001065','CNS06',3
'530530626001066','CNS05',3
'530530626001073','CNS07',3
'530530626001079','CNS07',3
'530530626001085','CNS04',3
'530530626001086','CNS07',3
'530530626001091','CNS05',3
'530530626001091','CNS12',3
'530530626001091','CNS20',3
'530530626001092','CNS05',3
'530530626001094','CNS05',3
'530530626001097','CNS12',3
'530530626002036','CNS19',3
'530530626002044','CNS05',3
'530530626002057','CNS10',3
'530530628011030','CNS07',3
'530530628011043','CNS19',3
'530530628013000','CNS19',3
'530530628013009','CNS11',3
'530530628013009','CNS13',3
'530530628013009','CNS18',3
'530530628014008','CNS12',3
'530530628014017','CNS05',3
'530530628014017','CNS11',3
'530530628021002','CNS19',3
'530530628021012','CNS19',3
'530530628021015','CNS19',3
'530530628022009','CNS19',3
'530530628023028','CNS19',3
'530530629001000','CNS10',3
'530530629001007','CNS19',3
'530530629001013','CNS18',3
'530530629002001','CNS12',3
'530530629003012','CNS19',3
'530530629003016','CNS19',3
'530530629004013','CNS19',3
'530530629005008','CNS18',3
'530530630001028','CNS16',3
'530530630002008','CNS16',3
'530530630002024','CNS19',3
'530530631001001','CNS07',3
'530530631003015','CNS07',3
'530530631004007','CNS12',3
'530530631004011','CNS19',3
'530530632003017','CNS11',3
'530530632003017','CNS18',3
'530530632004017','CNS07',3
'530530633001005','CNS19',3
'530530633001007','CNS19',3
'530530633002014','CNS19',3
'530530633002021','CNS19',3
'530530633004010','CNS19',3
'530530633004018','CNS18',3
'530530633004020','CNS18',3
'530530633005013','CNS19',3
'530530633005017','CNS19',3
'530530633005018','CNS14',3
'530530634001005','CNS19',3
'530530634003000','CNS18',3
'530530634003001','CNS12',3
'530530634003006','CNS07',3
'530530634003007','CNS12',3
'530530634005008','CNS10',3
'530530634005008','CNS11',3
'530530634005009','CNS07',3
'530530634006001','CNS10',3
'530530634006006','CNS19',3
'530530634006008','CNS19',3
'530530635011004','CNS19',3
'530530635014009','CNS11',3
'530530635021000','CNS19',3
'530530635021002','CNS19',3
'530530635021004','CNS14',3
'530530635022013','CNS19',3
'530530635023000','CNS16',3
'530530635023004','CNS19',3
'530530701001138','CNS17',3
'530530701001205','CNS07',3
'530530701001205','CNS11',3
'530530701003024','CNS05',3
'530530702031000','CNS04',3
'530530702031011','CNS01',3
'530530702032002','CNS04',3
'530530702042023','CNS04',3
'530530702042037','CNS07',3
'530530702051002','CNS12',3
'530530702051002','CNS20',3
'530530702051005','CNS20',3
'530530702051014','CNS18',3
'530530702052006','CNS16',3
'530530702052012','CNS01',3
'530530702052012','CNS03',3
'530530702052017','CNS08',3
'530530702061026','CNS04',3
'530530702062018','CNS19',3
'530530702062024','CNS04',3
'530530702062024','CNS06',3
'530530702062031','CNS04',3
'530530702062037','CNS07',3
'530530702062037','CNS09',3
'530530702063039','CNS04',3
'530530702072022','CNS18',3
'530530702074028','CNS19',3
'530530703072004','CNS14',3
'530530703072012','CNS04',3
'530530703073026','CNS11',3
'530530703081013','CNS05',3
'530530703081013','CNS10',3
'530530703081013','CNS19',3
'530530703081014','CNS12',3
'530530703091003','CNS04',3
'530530703092012','CNS16',3
'530530703093023','CNS06',3
'530530703093023','CNS19',3
'530530703093030','CNS12',3
'530530703093039','CNS14',3
'530530703093039','CNS19',3
'530530703102001','CNS19',3
'530530703103000','CNS18',3
'530530703103001','CNS10',3
'530530703104000','CNS11',3
'530530703111000','CNS06',3
'530530703111000','CNS14',3
'530530703112006','CNS12',3
'530530703113005','CNS14',3
'530530703113007','CNS11',3
'530530703113014','CNS05',3
'530530703113014','CNS08',3
'530530703121007','CNS08',3
'530530703122004','CNS14',3
'530530703123001','CNS19',3
'530530703131001','CNS14',3
'530530703131010','CNS14',3
'530530703131029','CNS16',3
'530530703132015','CNS05',3
'530530703132035','CNS06',3
'530530703133000','CNS19',3
'530530703135000','CNS04',3
'530530703141015','CNS19',3
'530530703142008','CNS07',3
'530530703151000','CNS04',3
'530530703151009','CNS19',3
'530530703151014','CNS12',3
'530530703151014','CNS18',3
'530530703152000','CNS15',3
'530530703152019','CNS04',3
'530530703152019','CNS15',3
'530530703153000','CNS14',3
'530530704011017','CNS11',3
'530530704011027','CNS06',3
'530530704012008','CNS01',3
'530530704012018','CNS08',3
'530530704012021','CNS12',3
'530530704012023','CNS07',3
'530530704031017','CNS19',3
'530530704032008','CNS06',3
'530530704032008','CNS10',3
'530530704033003','CNS20',3
'530530704033005','CNS14',3
'530530707031012','CNS19',3
'530530707031013','CNS19',3
'530530707031030','CNS06',3
'530530707031030','CNS16',3
'530530707032001','CNS07',3
'530530707032002','CNS11',3
'530530707032003','CNS19',3
'530530707032018','CNS18',3
'530530707034023','CNS12',3
'530530707035015','CNS19',3
'530530707035027','CNS07',3
'530530711001000','CNS06',3
'530530711001007','CNS19',3
'530530711001009','CNS04',3
'530530711002002','CNS05',3
'530530712051003','CNS14',3
'530530712051012','CNS19',3
'530530712051020','CNS19',3
'530530712052009','CNS06',3
'530530712052010','CNS19',3
'530530712052021','CNS04',3
'530530712062000','CNS14',3
'530530712062004','CNS04',3
'530530712063014','CNS14',3
'530530712063025','CNS04',3
'530530712064018','CNS07',3
'530530712064027','CNS19',3
'530530712064034','CNS19',3
'530530712071000','CNS12',3
'530530712072006','CNS05',3
'530530712072007','CNS04',3
'530530712072018','CNS04',3
'530530712073003','CNS07',3
'530530712073009','CNS06',3
'530530712073009','CNS14',3
'530530712081002','CNS19',3
'530530712081007','CNS04',3
'530530712081007','CNS15',3
'530530712083000','CNS04',3
'530530712083007','CNS18',3
'530530712093007','CNS06',3
'530530712101008','CNS03',3
'530530712101017','CNS05',3
'530530712101019','CNS04',3
'530530713041012','CNS11',3
'530530713041013','CNS18',3
'530530713042002','CNS16',3
'530530713042004','CNS04',3
'530530713042020','CNS16',3
'530530713042020','CNS19',3
'530530713043003','CNS11',3
'530530713043010','CNS04',3
'530530713051000','CNS12',3
'530530713051021','CNS16',3
'530530713051022','CNS04',3
'530530713051041','CNS14',3
'530530713052007','CNS08',3
'530530713052015','CNS04',3
'530530713052017','CNS06',3
'530530713052024','CNS19',3
'530530713052034','CNS19',3
'530530713061005','CNS11',3
'530530713061011','CNS12',3
'530530713062011','CNS07',3
'530530713071007','CNS19',3
'530530713072000','CNS19',3
'530530713073001','CNS08',3
'530530713073006','CNS10',3
'530530713091000','CNS19',3
'530530713091004','CNS16',3
'530530713091007','CNS14',3
'530530713091008','CNS16',3
'530530713092009','CNS19',3
'530530713101004','CNS12',3
'530530713101004','CNS18',3
'530530713102000','CNS14',3
'530530713102006','CNS14',3
'530530714033007','CNS07',3
'530530714033011','CNS18',3
'530530714033015','CNS19',3
'530530714033028','CNS07',3
'530530714033028','CNS16',3
'530530714061002','CNS04',3
'530530714061002','CNS14',3
'530530714061002','CNS19',3
'530530714061009','CNS19',3
'530530714062008','CNS11',3
'530530714063007','CNS19',3
'530530714063015','CNS04',3
'530530714064001','CNS04',3
'530530714071016','CNS04',3
'530530714072001','CNS19',3
'530530714074002','CNS04',3
'530530714082007','CNS11',3
'530530714082008','CNS10',3
'530530714083001','CNS19',3
'530530714091005','CNS19',3
'530530714091008','CNS08',3
'530530714091013','CNS07',3
'530530714091013','CNS18',3
'530530714091015','CNS19',3
'530530714091017','CNS04',3
'530530714093010','CNS04',3
'530530714093010','CNS19',3
'530530714093013','CNS19',3
'530530714102006','CNS12',3
'530530714102009','CNS11',3
'530530714102009','CNS19',3
'530530714103000','CNS14',3
'530530714112010','CNS11',3
'530530714112010','CNS19',3
'530530715031000','CNS08',3
'530530715032000','CNS16',3
'530530715032000','CNS17',3
'530530715034002','CNS06',3
'530530715034017','CNS08',3
'530530715041021','CNS07',3
'530530715041029','CNS19',3
'530530715041031','CNS10',3
'530530715042020','CNS16',3
'530530715042020','CNS20',3
'530530715044014','CNS20',3
'530530715051006','CNS14',3
'530530715052001','CNS19',3
'530530715054003','CNS10',3
'530530715054003','CNS19',3
'530530715054009','CNS11',3
'530530715054011','CNS14',3
'530530715061001','CNS11',3
'530530715062002','CNS04',3
'530530715062004','CNS19',3
'530530715062008','CNS12',3
'530530716011003','CNS18',3
'530530716011005','CNS08',3
'530530716011006','CNS12',3
'530530716011006','CNS16',3
'530530716011006','CNS19',3
'530530716011007','CNS11',3
'530530716011007','CNS19',3
'530530716012033','CNS06',3
'530530716012038','CNS14',3
'530530716022010','CNS19',3
'530530716022020','CNS19',3
'530530716022023','CNS11',3
'530530716022027','CNS14',3
'530530716022028','CNS18',3
'530530716023001','CNS11',3
'530530716023006','CNS19',3
'530530716024003','CNS06',3
'530530716024004','CNS19',3
'530530717032010','CNS19',3
'530530717043003','CNS11',3
'530530717051012','CNS11',3
'530530717052002','CNS19',3
'530530717052007','CNS04',3
'530530717061008','CNS08',3
'530530717061009','CNS16',3
'530530717061030','CNS19',3
'530530717071002','CNS15',3
'530530717071005','CNS07',3
'530530717071010','CNS11',3
'530530717071013','CNS10',3
'530530717071016','CNS19',3
'530530717071019','CNS09',3
'530530717071020','CNS05',3
'530530717072002','CNS19',3
'530530717073011','CNS04',3
'530530718031004','CNS18',3
'530530718031004','CNS19',3
'530530718032016','CNS10',3
'530530718032025','CNS19',3
'530530718032028','CNS07',3
'530530718032043','CNS19',3
'530530718034000','CNS19',3
'530530718051003','CNS19',3
'530530718052014','CNS10',3
'530530718052014','CNS19',3
'530530718053000','CNS07',3
'530530718053019','CNS05',3
'530530718061002','CNS07',3
'530530718061015','CNS19',3
'530530718061017','CNS18',3
'530530718061017','CNS19',3
'530530718062007','CNS12',3
'530530718062008','CNS11',3
'530530718071009','CNS12',3
'530530718071021','CNS20',3
'530530718071024','CNS08',3
'530530718072001','CNS08',3
'530530718081014','CNS19',3
'530530718082011','CNS07',3
'530530718082012','CNS07',3
'530530718082015','CNS19',3
'530530718082017','CNS04',3
'530530718083000','CNS18',3
'530530718083002','CNS06',3
'530530719011002','CNS04',3
'530530719011014','CNS04',3
'530530719011014','CNS11',3
'530530719011017','CNS19',3
'530530719011019','CNS19',3
'530530719011023','CNS10',3
'530530719011024','CNS19',3
'530530719011030','CNS09',3
'530530719011030','CNS12',3
'530530719011030','CNS17',3
'530530719011032','CNS19',3
'530530719011042','CNS11',3
'530530719012007','CNS16',3
'530530719013000','CNS19',3
'530530719014001','CNS04',3
'530530719014001','CNS19',3
'530530719014015','CNS12',3
'530530719021006','CNS16',3
'530530719021009','CNS16',3
'530530719022024','CNS04',3
'530530719023007','CNS08',3
'530530719023017','CNS09',3
'530530719023023','CNS10',3
'530530719024001','CNS13',3
'530530719025019','CNS15',3
'530530719025021','CNS04',3
'530530720001006','CNS19',3
'530530720003016','CNS19',3
'530530720003016','CNS20',3
'530530720003025','CNS05',3
'530530720004008','CNS19',3
'530530721051007','CNS19',3
'530530721052009','CNS04',3
'530530721053000','CNS17',3
'530530721062021','CNS07',3
'530530721063004','CNS16',3
'530530721063005','CNS16',3
'530530721063008','CNS09',3
'530530721064002','CNS19',3
'530530721064005','CNS19',3
'530530721071007','CNS16',3
'530530721072000','CNS19',3
'530530721072005','CNS14',3
'530530721072008','CNS14',3
'530530721073000','CNS06',3
'530530721074010','CNS16',3
'530530721081001','CNS16',3
'530530721081001','CNS20',3
'530530721081007','CNS19',3
'530530721082005','CNS12',3
'530530721083004','CNS07',3
'530530721084013','CNS19',3
'530530721084015','CNS19',3
'530530721091006','CNS12',3
'530530721112005','CNS04',3
'530530721112016','CNS19',3
'530530721121003','CNS16',3
'530530721121006','CNS19',3
'530530723054006','CNS14',3
'530530723056003','CNS12',3
'530530723071000','CNS15',3
'530530723071001','CNS12',3
'530530723071002','CNS06',3
'530530723071002','CNS10',3
'530530723073001','CNS14',3
'530530723074002','CNS04',3
'530530723074005','CNS14',3
'530530723082000','CNS06',3
'530530723082007','CNS19',3
'530530723085000','CNS16',3
'530530723092000','CNS16',3
'530530723092020','CNS11',3
'530530723101006','CNS19',3
'530530723101012','CNS12',3
'530530723101013','CNS05',3
'530530723102007','CNS12',3
'530530723103009','CNS20',3
'530530723103012','CNS14',3
'530530723111000','CNS15',3
'530530723111005','CNS18',3
'530530723111007','CNS06',3
'530530723111007','CNS11',3
'530530723111008','CNS19',3
'530530723111014','CNS16',3
'530530723112000','CNS07',3
'530530723113003','CNS08',3
'530530723113003','CNS10',3
'530530723113003','CNS14',3
'530530723113003','CNS18',3
'530530723113009','CNS20',3
'530530723113010','CNS16',3
'530530723113010','CNS19',3
'530530723121001','CNS19',3
'530530723121005','CNS08',3
'530530723122000','CNS19',3
'530530723122004','CNS16',3
'530530723122006','CNS19',3
'530530723123001','CNS14',3
'530530723123003','CNS19',3
'530530723123006','CNS16',3
'530530723131023','CNS18',3
'530530723132004','CNS04',3
'530530724052000','CNS06',3
'530530724052005','CNS19',3
'530530724052011','CNS12',3
'530530724052011','CNS19',3
'530530724061003','CNS01',3
'530530724061003','CNS14',3
'530530724061009','CNS08',3
'530530724062002','CNS05',3
'530530724062008','CNS15',3
'530530724062015','CNS14',3
'530530724062017','CNS15',3
'530530724062022','CNS12',3
'530530724063000','CNS05',3
'530530724063000','CNS08',3
'530530724063000','CNS11',3
'530530724063013','CNS19',3
'530530724071007','CNS14',3
'530530724071009','CNS19',3
'530530724071012','CNS10',3
'530530724071012','CNS11',3
'530530724072009','CNS12',3
'530530724081014','CNS07',3
'530530724082000','CNS08',3
'530530724082003','CNS12',3
'530530724082003','CNS19',3
'530530724082004','CNS19',3
'530530724082006','CNS18',3
'530530724082008','CNS19',3
'530530724082009','CNS18',3
'530530724083002','CNS09',3
'530530724084000','CNS09',3
'530530724091003','CNS12',3
'530530724091003','CNS14',3
'530530724101004','CNS19',3
'530530724101009','CNS04',3
'530530724101009','CNS14',3
'530530724101016','CNS07',3
'530530724101016','CNS12',3
'530530724102024','CNS03',3
'530530725031004','CNS14',3
'530530725031007','CNS04',3
'530530725031012','CNS19',3
'530530725032006','CNS16',3
'530530725041009','CNS04',3
'530530725041014','CNS04',3
'530530725041015','CNS19',3
'530530725041029','CNS12',3
'530530725041032','CNS04',3
'530530725042001','CNS15',3
'530530725042001','CNS18',3
'530530725042019','CNS12',3
'530530725051000','CNS07',3
'530530725052002','CNS04',3
'530530725053007','CNS20',3
'530530725053009','CNS13',3
'530530725053019','CNS10',3
'530530725053019','CNS12',3
'530530725053026','CNS16',3
'530530725053033','CNS17',3
'530530725062001','CNS12',3
'530530725062009','CNS04',3
'530530725062009','CNS16',3
'530530725071002','CNS05',3
'530530725071002','CNS10',3
'530530725071005','CNS19',3
'530530725071009','CNS12',3
'530530725071016','CNS07',3
'530530725071023','CNS07',3
'530530725071024','CNS11',3
'530530725072014','CNS06',3
'530530725072014','CNS11',3
'530530725072014','CNS15',3
'530530725072028','CNS11',3
'530530726011019','CNS19',3
'530530726012016','CNS04',3
'530530726013000','CNS19',3
'530530726013001','CNS04',3
'530530726013004','CNS19',3
'530530726021004','CNS04',3
'530530726022006','CNS10',3
'530530726022020','CNS17',3
'530530726022020','CNS18',3
'530530726031005','CNS06',3
'530530726033014','CNS18',3
'530530728001004','CNS06',3
'530530728001056','CNS02',3
'530530728002022','CNS15',3
'530530728002026','CNS19',3
'530530728002036','CNS07',3
'530530728002036','CNS10',3
'530530728002037','CNS19',3
'530530728002051','CNS19',3
'530530728002070','CNS06',3
'530530728002070','CNS07',3
'530530729011007','CNS07',3
'530530729011007','CNS14',3
'530530729011074','CNS10',3
'530530729011075','CNS19',3
'530530729051052','CNS15',3
'530530729052000','CNS15',3
'530530729071016','CNS10',3
'530530729071016','CNS18',3
'530530729071025','CNS18',3
'530530729071027','CNS14',3
'530530729071030','CNS14',3
'530530729071031','CNS14',3
'530530729071035','CNS14',3
'530530729072005','CNS14',3
'530530729072016','CNS08',3
'530530729072020','CNS14',3
'530530729072022','CNS10',3
'530530730011003','CNS19',3
'530530730012006','CNS04',3
'530530730012030','CNS06',3
'530530730014002','CNS04',3
'530530730052014','CNS14',3
'530530730054007','CNS07',3
'530530730054011','CNS04',3
'530530730054018','CNS06',3
'530530730061003','CNS12',3
'530530730061033','CNS14',3
'530530730061105','CNS14',3
'530530731081003','CNS19',3
'530530731081006','CNS11',3
'530530731082001','CNS14',3
'530530731101001','CNS08',3
'530530731101015','CNS06',3
'530530731102004','CNS01',3
'530530731102004','CNS04',3
'530530731102004','CNS06',3
'530530731111002','CNS16',3
'530530731111004','CNS12',3
'530530731111004','CNS19',3
'530530731111005','CNS04',3
'530530731111005','CNS12',3
'530530731111005','CNS17',3
'530530731112003','CNS08',3
'530530731113001','CNS19',3
'530530731113002','CNS10',3
'530530731113002','CNS12',3
'530530731113006','CNS12',3
'530530731141002','CNS04',3
'530530731141015','CNS09',3
'530530731141015','CNS19',3
'530530731142000','CNS12',3
'530530731142000','CNS14',3
'530530731151000','CNS04',3
'530530731161010','CNS08',3
'530530731161010','CNS19',3
'530530731162000','CNS18',3
'530530731162003','CNS06',3
'530530731171001','CNS05',3
'530530731172013','CNS04',3
'530530731181004','CNS19',3
'530530731181026','CNS04',3
'530530731181026','CNS06',3
'530530731191014','CNS19',3
'530530731192042','CNS14',3
'530530731192070','CNS01',3
'530530731192070','CNS06',3
'530530731201000','CNS04',3
'530530731202003','CNS03',3
'530530731211001','CNS08',3
'530530731211014','CNS06',3
'530530731211016','CNS19',3
'530530731212007','CNS06',3
'530530731212007','CNS19',3
'530530731212015','CNS04',3
'530530731221000','CNS07',3
'530530731221001','CNS10',3
'530530731221003','CNS12',3
'530530731222010','CNS19',3
'530530731231013','CNS14',3
'530530731231035','CNS19',3
'530530731231039','CNS16',3
'530530731242007','CNS10',3
'530530731251014','CNS19',3
'530530731251028','CNS16',3
'530530731252000','CNS19',3
'530530731253005','CNS16',3
'530530731261000','CNS14',3
'530530731261000','CNS17',3
'530530731261001','CNS19',3
'530530732001000','CNS04',3
'530530732002011','CNS02',3
'530530732002011','CNS19',3
'530530732002020','CNS14',3
'530530732003007','CNS16',3
'530530732004032','CNS18',3
'530530732004217','CNS06',3
'530530732004226','CNS18',3
'530530732004227','CNS17',3
'530530733011005','CNS15',3
'530530733011008','CNS07',3
'530530733011010','CNS11',3
'530530733011023','CNS19',3
'530530733012004','CNS19',3
'530530733013016','CNS01',3
'530530733013031','CNS07',3
'530530733013035','CNS06',3
'530530733013042','CNS07',3
'530530733013058','CNS18',3
'530530733021002','CNS16',3
'530530733021007','CNS19',3
'530530733021026','CNS11',3
'530530733021037','CNS12',3
'530530733021037','CNS16',3
'530530733022004','CNS04',3
'530530734041005','CNS10',3
'530530734041005','CNS11',3
'530530734041008','CNS16',3
'530530734041014','CNS19',3
'530530734041017','CNS16',3
'530530734043018','CNS19',3
'530530734044006','CNS19',3
'530530734044011','CNS04',3
'530530734051003','CNS19',3
'530530734051004','CNS19',3
'530530734051010','CNS12',3
'530530734051010','CNS20',3
'530530734051011','CNS12',3
'530530734052003','CNS19',3
'530530734061006','CNS06',3
'530530734062002','CNS12',3
'530530734063010','CNS19',3
'530530734063012','CNS12',3
'530530734063012','CNS18',3
'530530734071019','CNS08',3
'530530734071021','CNS16',3
'530530734071023','CNS18',3
'530530734071028','CNS18',3
'530530734071029','CNS12',3
'530530734071030','CNS19',3
'530530734071033','CNS10',3
'530530734071034','CNS19',3
'530530734072006','CNS18',3
'530530734072008','CNS08',3
'530530734073000','CNS10',3
'530530734073009','CNS14',3
'530530734073017','CNS06',3
'530530734073029','CNS07',3
'530530734081004','CNS04',3
'530530734082007','CNS12',3
'530530734083002','CNS12',3
'530530734083005','CNS12',3
'530530735002002','CNS04',3
'530530735002003','CNS19',3
'530530735002005','CNS08',3
'530530735003002','CNS14',3
'530530735004002','CNS01',3
'530530735004002','CNS19',3
