'block_id','sector_id','number_of_jobs'
' 53035090300412','12',8.00
' 53035090300412','14',8.00
' 53035090300412','2',18.00
' 53035090300412','3',31.00
' 53035091203200','13',1.00
' 53035091203200','6',2.00
' 53035091203300','16',26.00
' 53035091203300','17',2.00
' 53035091400203','17',3.00
' 53035091400203','2',2.00
' 53035091700300','17',1.00
' 53035092100100','13',6.00
' 53035092100100','17',15.00
' 53035092500200','11',29.00
' 53035092500200','12',1.00
' 53035092500201','2',2.00
' 53035092500302','16',1.00
' 53035092500302','17',10.00
' 53035092802100','18',1.00
' 53053060200100','17',1.00
' 53053060200104','7',1.00
' 53053060200104','8',10.00
' 53053060200110','3',1.00
' 53053060200110','6',1.00
' 53053060200112','13',1.00
' 53053060200112','14',36.00
' 53053060200112','15',60.00
' 53053060200117','17',4.00
' 53053060200117','2',9.00
' 53053060200117','7',8.00
' 53053060200118','12',1.00
' 53053060200118','13',1.00
' 53053060200118','8',7.00
' 53053060300101','13',1.00
' 53053060300101','14',69.00
' 53053060906101','17',2.00
' 53053061001300','14',13.00
' 53053061002300','14',3.00
' 53053061300200','16',76.00
' 53053061300200','18',2.00
' 53053061300200','7',7.00
' 53053061500100','17',1.00
' 53053061500200','16',1.00
' 53053061500200','17',3.00
' 53053061602101','12',17.00
' 53053061602101','13',12.00
' 53053061602101','14',74.00
' 53053061602101','17',2.00
' 53053061602101','18',1.00
' 53053061602101','3',4.00
' 53053061602101','6',10.00
' 53053061602101','7',17.00
' 53053061700101','2',7.00
' 53053061700101','3',2.00
' 53053062600107','7',54.00
' 53053062600202','7',66.00
' 53053063100400','13',1.00
' 53053063100400','14',31.00
' 53053063100400','16',6.00
' 53053063100400','17',1.00
' 53053063100400','7',5.00
' 53053070313102','7',1.00
' 53053070403100','17',1.00
' 53053070403301','16',5.00
' 53053070404100','17',1.00
' 53053070703201','14',1.00
' 53053070703201','17',2.00
' 53053070703201','7',2.00
' 53053071206301','2',1.00
' 53053071206401','16',1.00
' 53053071206401','7',3.00
' 53053071304300','12',3.00
' 53053071304300','16',10.00
' 53053071409101','7',2.00
' 53053071602301','17',2.00
' 53053071602400','12',11.00
' 53053071703200','17',5.00
' 53053071704100','17',4.00
' 53053071704100','2',1.00
' 53053071704100','3',2.00
' 53053071704100','8',3.00
' 53053071706100','13',4.00
' 53053071706100','15',12.00
' 53053071706100','17',25.00
' 53053071706100','2',1.00
' 53053071706100','6',10.00
' 53053071706100','7',9.00
' 53053071706100','8',1.00
' 53053071803101','17',4.00
' 53053071803400','12',5.00
' 53053071807101','12',9.00
' 53053071807101','14',6.00
' 53053071807101','7',6.00
' 53053071807102','2',2.00
' 53053071807102','3',16.00
' 53053071807102','6',103.00
' 53053071807102','7',29.00
' 53053071807102','8',13.00
' 53053071807201','11',2.00
' 53053071807201','14',41.00
' 53053071807201','3',4.00
' 53053071808100','12',5.00
' 53053071808100','13',1.00
' 53053071808100','17',11.00
' 53053072105300','16',334.00
' 53053072105300','17',1.00
' 53053072105300','18',2.00
' 53053072105401','16',111.00
' 53053072105401','17',3.00
' 53053072106400','12',2.00
' 53053072106400','17',1.00
' 53053072108401','13',6.00
' 53053072108401','17',2.00
' 53053072108401','18',78.00
' 53053072305200','16',2.00
' 53053072407101','12',6.00
' 53053072407101','13',7.00
' 53053072407101','14',29.00
' 53053072407101','15',1.00
' 53053072407101','16',83.00
' 53053072407101','17',1.00
' 53053072407101','18',1.00
' 53053072407101','6',1.00
' 53053072407101','7',17.00
' 53053072408300','17',4.00
' 53053072504101','14',28.00
' 53053072504101','7',7.00
' 53053072602300','11',8.00
' 53053072602300','13',63.00
' 53053072602300','16',8.00
' 53053072602300','17',16.00
' 53053072602300','18',38.00
' 53053072602300','2',8.00
' 53053072602300','6',2.00
' 53053072901101','12',1.00
' 53053072901101','13',51.00
' 53053072901101','14',2.00
' 53053072901101','16',1.00
' 53053072901101','17',86.00
' 53053072901101','18',1.00
' 53053072901101','2',8.00
' 53053072901101','6',2.00
' 53053072901101','7',24.00
' 53053072901101','8',1.00
' 53053072901103','12',3.00
' 53053072901103','13',20.00
' 53053072901103','17',70.00
' 53053072901103','18',1.00
' 53053072901103','2',12.00
' 53053072901103','6',1.00
' 53053072901103','7',19.00
' 53053072901103','8',11.00
' 53053072901107','13',2.00
' 53053072901107','16',1.00
' 53053072901107','17',9.00
' 53053072901107','7',2.00
' 53053072903101','13',3.00
' 53053072903101','18',34.00
' 53053072905105','15',3.00
' 53053072905105','7',1.00
' 53053072905201','13',1.00
' 53053072905201','14',1.00
' 53053072905201','16',8.00
' 53053072907201','12',58.00
' 53053072907201','13',332.00
' 53053072907201','14',89.00
' 53053072907201','15',35.00
' 53053072907201','16',110.00
' 53053072907201','17',31.00
' 53053072907201','18',3.00
' 53053072907201','2',143.00
' 53053072907201','3',27.00
' 53053072907201','6',10.00
' 53053072907201','7',45.00
' 53053072907201','8',5.00
' 53053072907302','12',11.00
' 53053072907302','13',88.00
' 53053072907302','14',6.00
' 53053072907302','16',3.00
' 53053072907302','17',6.00
' 53053072907302','18',1.00
' 53053072907302','2',2.00
' 53053072907302','8',1.00
' 53053073110100','17',1.00
' 53053073115200','17',2.00
' 53053073122100','13',81.00
' 53053073122100','14',26.00
' 53053073405200','14',13.00
' 53053073405200','16',1.00
' 53053073407102','13',15.00
' 53053073407102','14',3.00
' 53053073407102','17',1.00
' 53053940001200','12',1.00
' 53053940001200','13',5.00
' 53053940001200','14',5.00
' 53053940001200','17',1.00
' 53053940001200','7',8.00
' 53053940010206','2',28.00
' 53061040100202','11',127.00
' 53061040100202','12',9.00
' 53061040100202','13',40.00
' 53061040100202','14',8.00
' 53061040100202','16',1463.00
' 53061040100202','17',18.00
' 53061040100202','18',1.00
' 53061040100202','3',42.00
' 53061040100202','6',1.00
' 53061040100202','7',6.00
' 53061040100202','9',166.00
' 53061040100402','11',330.00
' 53061040100402','12',15.00
' 53061040100402','13',25.00
' 53061040100402','3',7.00
' 53061040100402','7',1.00
' 53061040200101','12',1.00
' 53061040200101','17',28.00
' 53061040200101','3',32.00
' 53061040200400','17',11.00
' 53061040700100','13',16.00
' 53061040700100','16',11.00
' 53061040700100','17',191.00
' 53061040700400','14',8.00
' 53061041000401','14',17.00
' 53061041000401','17',34.00
' 53061041000401','7',4.00
' 53061041303100','13',2.00
' 53061041303300','12',2.00
' 53061041303300','17',5.00
' 53061041303300','3',54.00
' 53061041303300','6',2.00
' 53061041303300','8',13.00
' 53061041304201','13',2.00
' 53061041304201','3',10.00
' 53061041605300','15',1.00
' 53061041606202','7',5.00
' 53061041703101','12',1.00
' 53061041703101','14',3.00
' 53061041703101','16',2.00
' 53061041703101','17',2.00
' 53061041703101','3',33.00
' 53061041703101','6',1.00
' 53061041703101','7',12.00
' 53061041808300','16',6.00
' 53061041808300','17',3.00
' 53061041810300','14',5.00
' 53061041810300','17',1.00
' 53061041810300','7',1.00
' 53061041901103','12',5.00
' 53061041901103','13',3.00
' 53061041901103','14',9.00
' 53061041901103','15',2.00
' 53061041901103','16',4.00
' 53061041901103','17',1.00
' 53061041901103','2',30.00
' 53061041901103','3',35.00
' 53061041901103','6',9.00
' 53061041901103','7',14.00
' 53061041901103','8',1.00
' 53061041901200','7',17.00
' 53061041901300','13',1.00
' 53061041901300','16',3.00
' 53061041901300','2',1.00
' 53061041901300','7',1.00
' 53061041903100','13',1.00
' 53061041903100','17',1.00
' 53061041903100','8',3.00
' 53061041904300','12',2.00
' 53061041904300','14',1.00
' 53061041904300','17',9.00
' 53061042001200','12',9.00
' 53061042001200','13',9.00
' 53061042001200','15',24.00
' 53061042001200','16',6.00
' 53061042001200','17',4.00
' 53061042001200','2',28.00
' 53061042001200','6',1.00
' 53061042001200','7',81.00
' 53061050402100','13',3.00
' 53061050402100','16',680.00
' 53061050402100','6',1.00
' 53061050700500','14',2.00
' 53061050700500','7',3.00
' 53061050800200','7',1.00
' 53061050800200','8',1.00
' 53061050900100','12',3.00
' 53061050900100','14',1.00
' 53061050900100','17',1.00
' 53061050900100','3',2.00
' 53061050900100','7',1.00
' 53061051000200','17',2.00
' 53061051400100','12',2.00
' 53061051400100','13',1.00
' 53061051400100','14',12.00
' 53061051400100','17',4.00
' 53061051400100','8',1.00
' 53061051400300','16',2.00
' 53061051400300','3',1.00
' 53061051500100','16',2.00
' 53061051500100','17',2.00
' 53061051500100','7',6.00
' 53061051500301','12',2.00
' 53061051500301','13',3.00
' 53061051500301','16',1.00
' 53061051500301','2',1.00
' 53061051500301','6',4.00
' 53061051500301','7',9.00
' 53061051601200','12',1.00
' 53061051601200','16',1.00
' 53061051701100','6',1.00
' 53061051701100','7',1.00
' 53061051702101','12',1.00
' 53061051702101','14',2.00
' 53061051702101','16',1.00
' 53061051702101','17',3.00
' 53061051702101','18',28.00
' 53061051702101','7',23.00
' 53061051702300','12',7.00
' 53061051702300','13',2.00
' 53061051702300','16',2.00
' 53061051702300','2',1.00
' 53061051702300','3',1.00
' 53061051702300','6',4.00
' 53061051702300','7',2.00
' 53061051802201','14',1.00
' 53061051802201','17',1.00
' 53061051802201','7',14.00
' 53061051802300','13',5.00
' 53061051802300','7',2.00
' 53061051802303','11',6.00
' 53061051802303','12',11.00
' 53061051802303','13',4.00
' 53061051802303','14',32.00
' 53061051802303','16',1.00
' 53061051802303','17',7.00
' 53061051802303','7',127.00
' 53061051905100','7',4.00
' 53061051905500','12',9.00
' 53061051905500','16',5.00
' 53061051905500','7',11.00
' 53061051912200','3',1.00
' 53061051918300','13',1.00
' 53061051918300','14',1.00
' 53061051921200','12',2.00
' 53061051921200','17',3.00
' 53061051921200','3',48.00
' 53061051921200','6',1.00
' 53061051924101','12',3.00
' 53061051924101','7',3.00
' 53061051925202','12',2.00
' 53061051925202','13',6.00
' 53061051925202','14',1.00
' 53061051925202','3',6.00
' 53061051925202','6',3.00
' 53061051925202','7',1.00
' 53061051925203','13',1.00
' 53061052003100','13',3.00
' 53061052005100','17',1.00
' 53061052005100','6',1.00
' 53061052005200','17',1.00
' 53061052005200','2',1.00
' 53061052104215','13',10.00
' 53061052104215','14',8.00
' 53061052104215','16',1.00
' 53061052104215','17',2.00
' 53061052104215','2',15.00
' 53061052104215','7',24.00
' 53061052108303','13',32.00
' 53061052108303','17',1.00
' 53061052108303','6',6.00
' 53061052203103','11',1.00
' 53061052203202','14',1.00
' 53061052203202','16',29.00
' 53061052203202','3',19.00
' 53061052203202','7',3.00
' 53061052203302','14',17.00
' 53061052203302','7',2.00
' 53061052204302','14',1.00
' 53061052204302','7',7.00
' 53061052208100','13',1.00
' 53061052208100','14',47.00
' 53061052208100','17',7.00
' 53061052208100','2',7.00
' 53061052208100','7',7.00
' 53061052401101','16',1.00
' 53061052401300','16',8.00
' 53061052402102','17',3.00
' 53061052502303','2',1.00
' 53061052604200','12',3.00
' 53061052604200','13',1.00
' 53061052604200','16',15.00
' 53061052604200','17',27.00
' 53061052604200','2',2.00
' 53061052604200','3',1.00
' 53061052604200','7',3.00
' 53061052607200','2',4.00
' 53061052706104','16',2.00
' 53061052803203','3',44.00
' 53061052803203','7',3.00
' 53061052805101','11',1.00
' 53061052805101','12',2.00
' 53061052805101','14',3.00
' 53061052805101','16',1.00
' 53061052805101','17',2.00
' 53061052805101','7',11.00
' 53061052805201','14',3.00
' 53061052805201','7',1.00
' 53061053301100','12',2.00
' 53061053301100','16',1.00
' 53061053301103','12',1.00
' 53061053504201','13',1.00
' 53061053504201','14',1.00
' 53061053504302','13',2.00
' 53061053505300','17',1.00
' 53061053509101','13',7.00
' 53061053509101','16',17.00
' 53061053509101','17',4.00
' 53061053509101','2',40.00
' 53061053509101','3',205.00
' 53061053509101','6',11.00
' 53061053509101','7',29.00
' 53061053509101','8',7.00
' 53061053509300','14',1.00
' 53061053509300','16',3.00
' 53061053509300','7',3.00
' 53061940001100','14',5.00
' 53061940001100','17',1.00
' 53061940001405','14',1.00
' 53061940001405','7',5.00
' 53061940001406','12',1.00
' 53061940001406','14',8.00
' 53061940001406','17',76.00
' 53061940001406','18',39.00
' 53061940001406','3',1.00
' 53061940001406','6',2.00
' 53061940001406','7',38.00
' 53061940001407','14',6.00
' 53061940001407','17',80.00
' 53061940001407','18',1.00
' 53061940001407','6',3.00
' 53061940001407','7',34.00
' 53061940001410','12',3.00
' 53061940001410','14',7.00
' 53061940001410','16',1.00
' 53061940001410','17',177.00
' 53061940001410','18',5.00
' 53061940001410','3',1.00
' 53061940001410','6',2.00
' 53061940001410','7',101.00
' 53061940002200','12',1.00
' 53061940002200','17',13.00
' 53061990002000','13',3.00
' 53061990002000','2',2.00
' 53061990002000','3',31.00
' 53061990002001','13',1.00
' 53061990002001','14',1.00
' 53061990002001','3',61.00
' 53061990002001','8',5.00
' 53061990002003','17',1.00
' 53061990002004','7',1.00
' 53061990002004','8',50.00
'530330001001006','13',1.00
'530330001001006','6',1.00
'530330001001012','17',2.00
'530330001001013','2',5.00
'530330001001015','13',2.00
'530330001001015','2',3.00
'530330001001017','2',1.00
'530330001001018','13',5.00
'530330001001018','2',2.00
'530330001001021','13',1.00
'530330001001024','13',3.00
'530330001002000','16',2.00
'530330001002000','17',1.00
'530330001002001','12',2.00
'530330001002001','13',5.00
'530330001002001','14',25.00
'530330001002001','6',12.00
'530330001002001','7',31.00
'530330001002002','17',4.00
'530330001002005','11',2.00
'530330001002005','12',1.00
'530330001002005','13',14.00
'530330001002005','15',2.00
'530330001002005','17',4.00
'530330001002005','3',14.00
'530330001002005','6',1.00
'530330001002005','7',70.00
'530330001002005','8',26.00
'530330001002006','12',4.00
'530330001002006','16',3.00
'530330001002006','17',3.00
'530330001002008','12',4.00
'530330001002008','13',16.00
'530330001002008','2',3.00
'530330001002008','6',1.00
'530330001002009','6',1.00
'530330001002009','8',29.00
'530330001002010','16',184.00
'530330001002010','17',1.00
'530330001003000','16',4.00
'530330001003000','17',1.00
'530330001003000','3',3.00
'530330001003002','12',2.00
'530330001003002','13',16.00
'530330001003002','14',3.00
'530330001003002','17',11.00
'530330001003002','2',3.00
'530330001003002','7',320.00
'530330001003003','13',14.00
'530330001003003','16',19.00
'530330001003003','17',7.00
'530330001003003','2',5.00
'530330001003004','11',2.00
'530330001003004','13',1.00
'530330001003005','2',5.00
'530330001004000','17',2.00
'530330001004000','2',11.00
'530330001004000','7',8.00
'530330001004001','17',13.00
'530330001004002','12',1.00
'530330001004002','17',5.00
'530330001004003','12',2.00
'530330001004003','13',13.00
'530330001004003','17',1.00
'530330001004003','2',4.00
'530330001004003','6',4.00
'530330001005000','12',2.00
'530330001005000','13',9.00
'530330001005000','17',1.00
'530330001005000','2',23.00
'530330001005000','7',103.00
'530330001005002','17',2.00
'530330001005003','13',14.00
'530330001005003','14',16.00
'530330001005003','17',4.00
'530330001005003','2',20.00
'530330001005003','6',7.00
'530330001005003','7',4.00
'530330001005004','12',20.00
'530330001005004','13',5.00
'530330001005004','14',11.00
'530330001005004','16',15.00
'530330001005004','17',22.00
'530330001005004','2',1.00
'530330001005004','6',2.00
'530330001005004','7',16.00
'530330001005005','11',4.00
'530330001005005','12',8.00
'530330001005005','13',4.00
'530330001005005','14',9.00
'530330001005005','16',28.00
'530330001005005','17',1.00
'530330001005005','2',9.00
'530330001005005','3',6.00
'530330001005005','6',5.00
'530330001005005','7',60.00
'530330001005006','11',12.00
'530330001005006','12',1.00
'530330001005006','13',7.00
'530330001005006','14',5.00
'530330001005006','17',12.00
