year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2025,0,-1,4,4,0,-1,153,207
2030,0,-1,4,4,0,-1,153,207
2035,0,-1,4,4,0,-1,156,207
2040,0,-1,4,4,0,-1,156,207
2044,0,-1,4,4,0,-1,158,207
2050,0,-1,4,4,0,-1,160,207
2025,0,-1,5,5,0,-1,50,207
2030,0,-1,5,5,0,-1,50,207
2035,0,-1,5,5,0,-1,51,207
2040,0,-1,5,5,0,-1,52,207
2044,0,-1,5,5,0,-1,52,207
2050,0,-1,5,5,0,-1,53,207
2025,0,-1,6,6,0,-1,16,207
2030,0,-1,6,6,0,-1,15,207
2035,0,-1,6,6,0,-1,15,207
2040,0,-1,6,6,0,-1,15,207
2044,0,-1,6,6,0,-1,15,207
2050,0,-1,6,6,0,-1,15,207
2025,0,-1,7,-1,0,-1,11,207
2030,0,-1,7,-1,0,-1,12,207
2035,0,-1,7,-1,0,-1,11,207
2040,0,-1,7,-1,0,-1,12,207
2044,0,-1,7,-1,0,-1,12,207
2050,0,-1,7,-1,0,-1,12,207
2025,0,-1,1,1,0,-1,44,208
2030,0,-1,1,1,0,-1,46,208
2035,0,-1,1,1,0,-1,48,208
2040,0,-1,1,1,0,-1,50,208
2044,0,-1,1,1,0,-1,52,208
2050,0,-1,1,1,0,-1,53,208
2025,0,-1,2,2,0,-1,99,208
2030,0,-1,2,2,0,-1,104,208
2035,0,-1,2,2,0,-1,108,208
2040,0,-1,2,2,0,-1,112,208
2044,0,-1,2,2,0,-1,116,208
2050,0,-1,2,2,0,-1,119,208
2025,0,-1,3,3,0,-1,42,208
2030,0,-1,3,3,0,-1,44,208
2035,0,-1,3,3,0,-1,46,208
2040,0,-1,3,3,0,-1,48,208
2044,0,-1,3,3,0,-1,50,208
2050,0,-1,3,3,0,-1,53,208
2025,0,-1,4,4,0,-1,50,208
2030,0,-1,4,4,0,-1,53,208
2035,0,-1,4,4,0,-1,56,208
2040,0,-1,4,4,0,-1,59,208
2044,0,-1,4,4,0,-1,61,208
2050,0,-1,4,4,0,-1,64,208
2025,0,-1,5,5,0,-1,22,208
2030,0,-1,5,5,0,-1,23,208
2035,0,-1,5,5,0,-1,24,208
2040,0,-1,5,5,0,-1,25,208
2044,0,-1,5,5,0,-1,26,208
2050,0,-1,5,5,0,-1,27,208
2025,0,-1,6,6,0,-1,11,208
2030,0,-1,6,6,0,-1,12,208
2035,0,-1,6,6,0,-1,13,208
2040,0,-1,6,6,0,-1,14,208
2044,0,-1,6,6,0,-1,14,208
2050,0,-1,6,6,0,-1,15,208
2025,0,-1,7,-1,0,-1,1,208
2030,0,-1,7,-1,0,-1,1,208
2035,0,-1,7,-1,0,-1,1,208
2040,0,-1,7,-1,0,-1,1,208
2044,0,-1,7,-1,0,-1,1,208
2050,0,-1,7,-1,0,-1,1,208
2025,0,-1,1,1,0,-1,1,209
2030,0,-1,1,1,0,-1,1,209
2035,0,-1,1,1,0,-1,2,209
2040,0,-1,1,1,0,-1,2,209
2044,0,-1,1,1,0,-1,1,209
2050,0,-1,1,1,0,-1,2,209
2025,0,-1,2,2,0,-1,1,209
2030,0,-1,2,2,0,-1,1,209
2035,0,-1,2,2,0,-1,1,209
2040,0,-1,2,2,0,-1,1,209
2044,0,-1,2,2,0,-1,2,209
2050,0,-1,2,2,0,-1,2,209
2025,0,-1,3,3,0,-1,1,209
2030,0,-1,3,3,0,-1,1,209
2035,0,-1,3,3,0,-1,1,209
2040,0,-1,3,3,0,-1,1,209
2044,0,-1,3,3,0,-1,1,209
2050,0,-1,3,3,0,-1,1,209
2025,0,-1,4,4,0,-1,1,209
2030,0,-1,4,4,0,-1,1,209
2035,0,-1,4,4,0,-1,1,209
2040,0,-1,4,4,0,-1,1,209
2044,0,-1,4,4,0,-1,1,209
2050,0,-1,4,4,0,-1,1,209
2025,0,-1,5,5,0,-1,1,209
2030,0,-1,5,5,0,-1,1,209
2035,0,-1,5,5,0,-1,1,209
2040,0,-1,5,5,0,-1,1,209
2044,0,-1,5,5,0,-1,1,209
2050,0,-1,5,5,0,-1,1,209
2025,0,-1,6,6,0,-1,1,209
2030,0,-1,6,6,0,-1,1,209
2035,0,-1,6,6,0,-1,1,209
2040,0,-1,6,6,0,-1,1,209
2044,0,-1,6,6,0,-1,1,209
2050,0,-1,6,6,0,-1,0,209
2025,0,-1,7,-1,0,-1,1,209
2030,0,-1,7,-1,0,-1,1,209
2035,0,-1,7,-1,0,-1,1,209
2040,0,-1,7,-1,0,-1,1,209
2044,0,-1,7,-1,0,-1,1,209
2050,0,-1,7,-1,0,-1,1,209
2025,0,-1,1,1,0,-1,838,210
2030,0,-1,1,1,0,-1,877,210
2035,0,-1,1,1,0,-1,920,210
2040,0,-1,1,1,0,-1,962,210
2044,0,-1,1,1,0,-1,993,210
2050,0,-1,1,1,0,-1,1037,210
2025,0,-1,2,2,0,-1,1489,210
2030,0,-1,2,2,0,-1,1565,210
2035,0,-1,2,2,0,-1,1639,210
2040,0,-1,2,2,0,-1,1714,210
2044,0,-1,2,2,0,-1,1774,210
2050,0,-1,2,2,0,-1,1848,210
2025,0,-1,3,3,0,-1,611,210
2030,0,-1,3,3,0,-1,618,210
2035,0,-1,3,3,0,-1,623,210
2040,0,-1,3,3,0,-1,627,210
2044,0,-1,3,3,0,-1,634,210
2050,0,-1,3,3,0,-1,642,210
2025,0,-1,4,4,0,-1,490,210
2030,0,-1,4,4,0,-1,495,210
2035,0,-1,4,4,0,-1,500,210
2040,0,-1,4,4,0,-1,505,210
2044,0,-1,4,4,0,-1,506,210
2050,0,-1,4,4,0,-1,518,210
2025,0,-1,5,5,0,-1,293,210
2030,0,-1,5,5,0,-1,295,210
2035,0,-1,5,5,0,-1,297,210
2040,0,-1,5,5,0,-1,300,210
2044,0,-1,5,5,0,-1,305,210
2050,0,-1,5,5,0,-1,307,210
2025,0,-1,6,6,0,-1,164,210
2030,0,-1,6,6,0,-1,165,210
2035,0,-1,6,6,0,-1,167,210
2040,0,-1,6,6,0,-1,168,210
2044,0,-1,6,6,0,-1,170,210
2050,0,-1,6,6,0,-1,172,210
2025,0,-1,7,-1,0,-1,151,210
2030,0,-1,7,-1,0,-1,152,210
2035,0,-1,7,-1,0,-1,153,210
2040,0,-1,7,-1,0,-1,155,210
2044,0,-1,7,-1,0,-1,154,210
2050,0,-1,7,-1,0,-1,159,210
2025,0,-1,1,1,0,-1,559,301
2030,0,-1,1,1,0,-1,624,301
2035,0,-1,1,1,0,-1,685,301
2040,0,-1,1,1,0,-1,747,301
2044,0,-1,1,1,0,-1,797,301
2050,0,-1,1,1,0,-1,799,301
2025,0,-1,2,2,0,-1,1216,301
2030,0,-1,2,2,0,-1,1352,301
2035,0,-1,2,2,0,-1,1487,301
2040,0,-1,2,2,0,-1,1625,301
2044,0,-1,2,2,0,-1,1733,301
2050,0,-1,2,2,0,-1,1733,301
2025,0,-1,3,3,0,-1,597,301
2030,0,-1,3,3,0,-1,670,301
2035,0,-1,3,3,0,-1,744,301
2040,0,-1,3,3,0,-1,818,301
2044,0,-1,3,3,0,-1,878,301
2050,0,-1,3,3,0,-1,876,301
2025,0,-1,4,4,0,-1,475,301
2030,0,-1,4,4,0,-1,534,301
2035,0,-1,4,4,0,-1,594,301
2040,0,-1,4,4,0,-1,650,301
2044,0,-1,4,4,0,-1,697,301
2050,0,-1,4,4,0,-1,696,301
2025,0,-1,5,5,0,-1,258,301
2030,0,-1,5,5,0,-1,290,301
2035,0,-1,5,5,0,-1,323,301
2040,0,-1,5,5,0,-1,355,301
2044,0,-1,5,5,0,-1,380,301
2050,0,-1,5,5,0,-1,381,301
2025,0,-1,6,6,0,-1,105,301
2030,0,-1,6,6,0,-1,117,301
2035,0,-1,6,6,0,-1,131,301
2040,0,-1,6,6,0,-1,145,301
2044,0,-1,6,6,0,-1,155,301
2050,0,-1,6,6,0,-1,155,301
2025,0,-1,7,-1,0,-1,44,301
2030,0,-1,7,-1,0,-1,49,301
2035,0,-1,7,-1,0,-1,53,301
2040,0,-1,7,-1,0,-1,58,301
2044,0,-1,7,-1,0,-1,63,301
2050,0,-1,7,-1,0,-1,63,301
2025,0,-1,1,1,0,-1,21,302
2030,0,-1,1,1,0,-1,40,302
2035,0,-1,1,1,0,-1,59,302
2040,0,-1,1,1,0,-1,78,302
2044,0,-1,1,1,0,-1,94,302
2050,0,-1,1,1,0,-1,94,302
2025,0,-1,2,2,0,-1,43,302
2030,0,-1,2,2,0,-1,82,302
2035,0,-1,2,2,0,-1,121,302
2040,0,-1,2,2,0,-1,160,302
2044,0,-1,2,2,0,-1,192,302
2050,0,-1,2,2,0,-1,191,302
2025,0,-1,3,3,0,-1,26,302
2030,0,-1,3,3,0,-1,44,302
2035,0,-1,3,3,0,-1,62,302
2040,0,-1,3,3,0,-1,80,302
2044,0,-1,3,3,0,-1,94,302
2050,0,-1,3,3,0,-1,95,302
2025,0,-1,4,4,0,-1,21,302
2030,0,-1,4,4,0,-1,35,302
2035,0,-1,4,4,0,-1,49,302
2040,0,-1,4,4,0,-1,63,302
2044,0,-1,4,4,0,-1,74,302
2050,0,-1,4,4,0,-1,74,302
2025,0,-1,5,5,0,-1,9,302
2030,0,-1,5,5,0,-1,16,302
2035,0,-1,5,5,0,-1,23,302
2040,0,-1,5,5,0,-1,30,302
2044,0,-1,5,5,0,-1,35,302
2050,0,-1,5,5,0,-1,35,302
2025,0,-1,6,6,0,-1,4,302
2030,0,-1,6,6,0,-1,7,302
2035,0,-1,6,6,0,-1,10,302
2040,0,-1,6,6,0,-1,13,302
2044,0,-1,6,6,0,-1,15,302
2050,0,-1,6,6,0,-1,15,302
2025,0,-1,7,-1,0,-1,2,302
2030,0,-1,7,-1,0,-1,3,302
2035,0,-1,7,-1,0,-1,4,302
2040,0,-1,7,-1,0,-1,5,302
2044,0,-1,7,-1,0,-1,6,302
2050,0,-1,7,-1,0,-1,6,302
2025,0,-1,1,1,0,-1,151,303
2030,0,-1,1,1,0,-1,265,303
2035,0,-1,1,1,0,-1,380,303
2040,0,-1,1,1,0,-1,494,303
2044,0,-1,1,1,0,-1,587,303
2050,0,-1,1,1,0,-1,586,303
2025,0,-1,2,2,0,-1,226,303
2030,0,-1,2,2,0,-1,397,303
2035,0,-1,2,2,0,-1,567,303
2040,0,-1,2,2,0,-1,736,303
2044,0,-1,2,2,0,-1,871,303
2050,0,-1,2,2,0,-1,873,303
2025,0,-1,3,3,0,-1,99,303
2030,0,-1,3,3,0,-1,182,303
2035,0,-1,3,3,0,-1,264,303
2040,0,-1,3,3,0,-1,348,303
2044,0,-1,3,3,0,-1,414,303
2050,0,-1,3,3,0,-1,413,303
2025,0,-1,4,4,0,-1,100,303
2030,0,-1,4,4,0,-1,185,303
2035,0,-1,4,4,0,-1,270,303
2040,0,-1,4,4,0,-1,355,303
2044,0,-1,4,4,0,-1,423,303
2050,0,-1,4,4,0,-1,423,303
2025,0,-1,5,5,0,-1,55,303
2030,0,-1,5,5,0,-1,102,303
2035,0,-1,5,5,0,-1,149,303
2040,0,-1,5,5,0,-1,196,303
2044,0,-1,5,5,0,-1,234,303
2050,0,-1,5,5,0,-1,234,303
2025,0,-1,6,6,0,-1,24,303
2030,0,-1,6,6,0,-1,45,303
2035,0,-1,6,6,0,-1,64,303
2040,0,-1,6,6,0,-1,85,303
2044,0,-1,6,6,0,-1,101,303
2050,0,-1,6,6,0,-1,101,303
2025,0,-1,7,-1,0,-1,9,303
2030,0,-1,7,-1,0,-1,15,303
2035,0,-1,7,-1,0,-1,23,303
2040,0,-1,7,-1,0,-1,29,303
2044,0,-1,7,-1,0,-1,34,303
2050,0,-1,7,-1,0,-1,34,303
2025,0,-1,1,1,0,-1,859,304
2030,0,-1,1,1,0,-1,987,304
2035,0,-1,1,1,0,-1,1119,304
2040,0,-1,1,1,0,-1,1250,304
2044,0,-1,1,1,0,-1,1353,304
2050,0,-1,1,1,0,-1,1353,304
2025,0,-1,2,2,0,-1,1514,304
2030,0,-1,2,2,0,-1,1746,304
2035,0,-1,2,2,0,-1,1976,304
2040,0,-1,2,2,0,-1,2205,304
2044,0,-1,2,2,0,-1,2390,304
2050,0,-1,2,2,0,-1,2390,304
2025,0,-1,3,3,0,-1,697,304
2030,0,-1,3,3,0,-1,808,304
2035,0,-1,3,3,0,-1,921,304
2040,0,-1,3,3,0,-1,1033,304
2044,0,-1,3,3,0,-1,1125,304
2050,0,-1,3,3,0,-1,1125,304
2025,0,-1,4,4,0,-1,624,304
2030,0,-1,4,4,0,-1,726,304
2035,0,-1,4,4,0,-1,827,304
2040,0,-1,4,4,0,-1,929,304
2044,0,-1,4,4,0,-1,1011,304
2050,0,-1,4,4,0,-1,1010,304
2025,0,-1,5,5,0,-1,306,304
2030,0,-1,5,5,0,-1,357,304
2035,0,-1,5,5,0,-1,406,304
2040,0,-1,5,5,0,-1,455,304
2044,0,-1,5,5,0,-1,494,304
2050,0,-1,5,5,0,-1,495,304
2025,0,-1,6,6,0,-1,157,304
2030,0,-1,6,6,0,-1,183,304
2035,0,-1,6,6,0,-1,208,304
2040,0,-1,6,6,0,-1,236,304
2044,0,-1,6,6,0,-1,254,304
2050,0,-1,6,6,0,-1,254,304
2025,0,-1,7,-1,0,-1,89,304
2030,0,-1,7,-1,0,-1,103,304
2035,0,-1,7,-1,0,-1,118,304
2040,0,-1,7,-1,0,-1,131,304
2044,0,-1,7,-1,0,-1,144,304
2050,0,-1,7,-1,0,-1,144,304
2025,0,-1,1,1,0,-1,0,401
2030,0,-1,1,1,0,-1,1,401
2035,0,-1,1,1,0,-1,1,401
2040,0,-1,1,1,0,-1,1,401
2044,0,-1,1,1,0,-1,1,401
2050,0,-1,1,1,0,-1,0,401
2025,0,-1,2,2,0,-1,1,401
2030,0,-1,2,2,0,-1,1,401
2035,0,-1,2,2,0,-1,1,401
2040,0,-1,2,2,0,-1,1,401
2044,0,-1,2,2,0,-1,1,401
2050,0,-1,2,2,0,-1,1,401
2025,0,-1,3,3,0,-1,1,401
2030,0,-1,3,3,0,-1,4,401
2035,0,-1,3,3,0,-1,7,401
2040,0,-1,3,3,0,-1,10,401
2044,0,-1,3,3,0,-1,13,401
2050,0,-1,3,3,0,-1,14,401
2025,0,-1,4,4,0,-1,1,401
2030,0,-1,4,4,0,-1,1,401
2035,0,-1,4,4,0,-1,3,401
2040,0,-1,4,4,0,-1,5,401
2044,0,-1,4,4,0,-1,5,401
2050,0,-1,4,4,0,-1,5,401
2025,0,-1,5,5,0,-1,0,401
2030,0,-1,5,5,0,-1,1,401
2035,0,-1,5,5,0,-1,4,401
2040,0,-1,5,5,0,-1,4,401
2044,0,-1,5,5,0,-1,6,401
2050,0,-1,5,5,0,-1,5,401
2025,0,-1,6,6,0,-1,1,401
2030,0,-1,6,6,0,-1,2,401
2035,0,-1,6,6,0,-1,3,401
2040,0,-1,6,6,0,-1,4,401
2044,0,-1,6,6,0,-1,5,401
2050,0,-1,6,6,0,-1,6,401
2025,0,-1,7,-1,0,-1,0,401
2030,0,-1,7,-1,0,-1,2,401
2035,0,-1,7,-1,0,-1,2,401
2040,0,-1,7,-1,0,-1,5,401
2044,0,-1,7,-1,0,-1,6,401
2050,0,-1,7,-1,0,-1,6,401
2025,0,-1,1,1,0,-1,77,402
2030,0,-1,1,1,0,-1,77,402
2035,0,-1,1,1,0,-1,76,402
2040,0,-1,1,1,0,-1,76,402
2044,0,-1,1,1,0,-1,76,402
2050,0,-1,1,1,0,-1,76,402
2025,0,-1,2,2,0,-1,239,402
2030,0,-1,2,2,0,-1,238,402
2035,0,-1,2,2,0,-1,235,402
2040,0,-1,2,2,0,-1,237,402
2044,0,-1,2,2,0,-1,235,402
2050,0,-1,2,2,0,-1,234,402
2025,0,-1,3,3,0,-1,213,402
2030,0,-1,3,3,0,-1,214,402
2035,0,-1,3,3,0,-1,216,402
2040,0,-1,3,3,0,-1,217,402
2044,0,-1,3,3,0,-1,219,402
2050,0,-1,3,3,0,-1,219,402
2025,0,-1,4,4,0,-1,243,402
2030,0,-1,4,4,0,-1,245,402
2035,0,-1,4,4,0,-1,249,402
2040,0,-1,4,4,0,-1,248,402
2044,0,-1,4,4,0,-1,250,402
2050,0,-1,4,4,0,-1,250,402
2025,0,-1,5,5,0,-1,147,402
2030,0,-1,5,5,0,-1,148,402
2035,0,-1,5,5,0,-1,149,402
2040,0,-1,5,5,0,-1,151,402
2044,0,-1,5,5,0,-1,150,402
2050,0,-1,5,5,0,-1,151,402
2025,0,-1,6,6,0,-1,70,402
2030,0,-1,6,6,0,-1,68,402
2035,0,-1,6,6,0,-1,70,402
2040,0,-1,6,6,0,-1,69,402
2044,0,-1,6,6,0,-1,69,402
2050,0,-1,6,6,0,-1,69,402
2025,0,-1,7,-1,0,-1,24,402
2030,0,-1,7,-1,0,-1,26,402
2035,0,-1,7,-1,0,-1,24,402
2040,0,-1,7,-1,0,-1,25,402
2044,0,-1,7,-1,0,-1,26,402
2050,0,-1,7,-1,0,-1,26,402
2025,0,-1,1,1,0,-1,189,403
2030,0,-1,1,1,0,-1,188,403
2035,0,-1,1,1,0,-1,188,403
2040,0,-1,1,1,0,-1,188,403
2044,0,-1,1,1,0,-1,188,403
2050,0,-1,1,1,0,-1,187,403
2025,0,-1,2,2,0,-1,989,403
2030,0,-1,2,2,0,-1,990,403
2035,0,-1,2,2,0,-1,991,403
2040,0,-1,2,2,0,-1,991,403
2044,0,-1,2,2,0,-1,992,403
2050,0,-1,2,2,0,-1,992,403
2025,0,-1,3,3,0,-1,1088,403
2030,0,-1,3,3,0,-1,1089,403
2035,0,-1,3,3,0,-1,1088,403
2040,0,-1,3,3,0,-1,1089,403
2044,0,-1,3,3,0,-1,1088,403
2050,0,-1,3,3,0,-1,1087,403
2025,0,-1,4,4,0,-1,1319,403
2030,0,-1,4,4,0,-1,1318,403
2035,0,-1,4,4,0,-1,1318,403
2040,0,-1,4,4,0,-1,1317,403
2044,0,-1,4,4,0,-1,1317,403
2050,0,-1,4,4,0,-1,1318,403
2025,0,-1,5,5,0,-1,623,403
2030,0,-1,5,5,0,-1,623,403
2035,0,-1,5,5,0,-1,622,403
2040,0,-1,5,5,0,-1,621,403
2044,0,-1,5,5,0,-1,623,403
2050,0,-1,5,5,0,-1,624,403
2025,0,-1,6,6,0,-1,242,403
2030,0,-1,6,6,0,-1,242,403
2035,0,-1,6,6,0,-1,241,403
2040,0,-1,6,6,0,-1,242,403
2044,0,-1,6,6,0,-1,241,403
2050,0,-1,6,6,0,-1,242,403
2025,0,-1,7,-1,0,-1,68,403
2030,0,-1,7,-1,0,-1,68,403
2035,0,-1,7,-1,0,-1,70,403
2040,0,-1,7,-1,0,-1,70,403
2044,0,-1,7,-1,0,-1,69,403
2050,0,-1,7,-1,0,-1,68,403
2025,0,-1,1,1,0,-1,0,404
2030,0,-1,1,1,0,-1,4,404
2035,0,-1,1,1,0,-1,6,404
2040,0,-1,1,1,0,-1,8,404
2044,0,-1,1,1,0,-1,9,404
2050,0,-1,1,1,0,-1,10,404
2025,0,-1,2,2,0,-1,1,404
2030,0,-1,2,2,0,-1,3,404
2035,0,-1,2,2,0,-1,6,404
2040,0,-1,2,2,0,-1,8,404
2044,0,-1,2,2,0,-1,10,404
2050,0,-1,2,2,0,-1,9,404
2025,0,-1,3,3,0,-1,1,404
2030,0,-1,3,3,0,-1,2,404
2035,0,-1,3,3,0,-1,2,404
2040,0,-1,3,3,0,-1,3,404
2044,0,-1,3,3,0,-1,4,404
2050,0,-1,3,3,0,-1,4,404
2025,0,-1,4,4,0,-1,1,404
2030,0,-1,4,4,0,-1,1,404
2035,0,-1,4,4,0,-1,2,404
2040,0,-1,4,4,0,-1,3,404
2044,0,-1,4,4,0,-1,4,404
2050,0,-1,4,4,0,-1,4,404
2025,0,-1,5,5,0,-1,0,404
2030,0,-1,5,5,0,-1,1,404
2035,0,-1,5,5,0,-1,2,404
2040,0,-1,5,5,0,-1,3,404
2044,0,-1,5,5,0,-1,4,404
2050,0,-1,5,5,0,-1,4,404
2025,0,-1,6,6,0,-1,1,404
2030,0,-1,6,6,0,-1,1,404
2035,0,-1,6,6,0,-1,2,404
2040,0,-1,6,6,0,-1,3,404
2044,0,-1,6,6,0,-1,4,404
2050,0,-1,6,6,0,-1,4,404
2025,0,-1,7,-1,0,-1,0,404
2030,0,-1,7,-1,0,-1,1,404
2035,0,-1,7,-1,0,-1,2,404
2040,0,-1,7,-1,0,-1,3,404
2044,0,-1,7,-1,0,-1,3,404
2050,0,-1,7,-1,0,-1,3,404
2025,0,-1,1,1,0,-1,11773,1001
2030,0,-1,1,1,0,-1,13735,1001
2035,0,-1,1,1,0,-1,15695,1001
2040,0,-1,1,1,0,-1,17654,1001
2044,0,-1,1,1,0,-1,19223,1001
2050,0,-1,1,1,0,-1,21501,1001
2025,0,-1,2,2,0,-1,11110,1001
2030,0,-1,2,2,0,-1,12960,1001
2035,0,-1,2,2,0,-1,14808,1001
2040,0,-1,2,2,0,-1,16659,1001
2044,0,-1,2,2,0,-1,18139,1001
2050,0,-1,2,2,0,-1,20289,1001
2025,0,-1,3,3,0,-1,4966,1001
2030,0,-1,3,3,0,-1,6223,1001
2035,0,-1,3,3,0,-1,7480,1001
2040,0,-1,3,3,0,-1,8737,1001
2044,0,-1,3,3,0,-1,9743,1001
2050,0,-1,3,3,0,-1,11085,1001
2025,0,-1,4,4,0,-1,3519,1001
2030,0,-1,4,4,0,-1,4409,1001
2035,0,-1,4,4,0,-1,5302,1001
2040,0,-1,4,4,0,-1,6192,1001
2044,0,-1,4,4,0,-1,6904,1001
2050,0,-1,4,4,0,-1,7856,1001
2025,0,-1,5,5,0,-1,1099,1001
2030,0,-1,5,5,0,-1,1375,1001
2035,0,-1,5,5,0,-1,1654,1001
2040,0,-1,5,5,0,-1,1932,1001
2044,0,-1,5,5,0,-1,2154,1001
2050,0,-1,5,5,0,-1,2450,1001
2025,0,-1,6,6,0,-1,404,1001
2030,0,-1,6,6,0,-1,508,1001
2035,0,-1,6,6,0,-1,611,1001
2040,0,-1,6,6,0,-1,714,1001
2044,0,-1,6,6,0,-1,796,1001
2050,0,-1,6,6,0,-1,906,1001
2025,0,-1,7,-1,0,-1,127,1001
2030,0,-1,7,-1,0,-1,159,1001
2035,0,-1,7,-1,0,-1,190,1001
2040,0,-1,7,-1,0,-1,222,1001
2044,0,-1,7,-1,0,-1,248,1001
2050,0,-1,7,-1,0,-1,281,1001
2025,0,-1,1,1,0,-1,131356,1002
2030,0,-1,1,1,0,-1,138784,1002
2035,0,-1,1,1,0,-1,146214,1002
2040,0,-1,1,1,0,-1,153643,1002
2044,0,-1,1,1,0,-1,159587,1002
2050,0,-1,1,1,0,-1,170945,1002
2025,0,-1,2,2,0,-1,97560,1002
2030,0,-1,2,2,0,-1,103078,1002
2035,0,-1,2,2,0,-1,108597,1002
2040,0,-1,2,2,0,-1,114114,1002
2044,0,-1,2,2,0,-1,118530,1002
2050,0,-1,2,2,0,-1,126965,1002
2025,0,-1,3,3,0,-1,30032,1002
2030,0,-1,3,3,0,-1,32385,1002
2035,0,-1,3,3,0,-1,34735,1002
2040,0,-1,3,3,0,-1,37087,1002
2044,0,-1,3,3,0,-1,38966,1002
2050,0,-1,3,3,0,-1,41636,1002
2025,0,-1,4,4,0,-1,19686,1002
2030,0,-1,4,4,0,-1,21227,1002
2035,0,-1,4,4,0,-1,22768,1002
2040,0,-1,4,4,0,-1,24309,1002
2044,0,-1,4,4,0,-1,25542,1002
2050,0,-1,4,4,0,-1,27293,1002
2025,0,-1,5,5,0,-1,6365,1002
2030,0,-1,5,5,0,-1,6865,1002
2035,0,-1,5,5,0,-1,7363,1002
2040,0,-1,5,5,0,-1,7863,1002
2044,0,-1,5,5,0,-1,8263,1002
2050,0,-1,5,5,0,-1,8829,1002
2025,0,-1,6,6,0,-1,2424,1002
2030,0,-1,6,6,0,-1,2612,1002
2035,0,-1,6,6,0,-1,2804,1002
2040,0,-1,6,6,0,-1,2994,1002
2044,0,-1,6,6,0,-1,3144,1002
2050,0,-1,6,6,0,-1,3361,1002
2025,0,-1,7,-1,0,-1,1352,1002
2030,0,-1,7,-1,0,-1,1458,1002
2035,0,-1,7,-1,0,-1,1562,1002
2040,0,-1,7,-1,0,-1,1667,1002
2044,0,-1,7,-1,0,-1,1752,1002
2050,0,-1,7,-1,0,-1,1871,1002
2025,0,-1,1,1,0,-1,2278,1003
2030,0,-1,1,1,0,-1,2648,1003
2035,0,-1,1,1,0,-1,3018,1003
2040,0,-1,1,1,0,-1,3390,1003
2044,0,-1,1,1,0,-1,3685,1003
2050,0,-1,1,1,0,-1,4116,1003
2025,0,-1,2,2,0,-1,2560,1003
2030,0,-1,2,2,0,-1,2973,1003
2035,0,-1,2,2,0,-1,3389,1003
2040,0,-1,2,2,0,-1,3805,1003
2044,0,-1,2,2,0,-1,4136,1003
2050,0,-1,2,2,0,-1,4620,1003
2025,0,-1,3,3,0,-1,1485,1003
2030,0,-1,3,3,0,-1,1586,1003
2035,0,-1,3,3,0,-1,1687,1003
2040,0,-1,3,3,0,-1,1787,1003
2044,0,-1,3,3,0,-1,1869,1003
2050,0,-1,3,3,0,-1,2004,1003
2025,0,-1,4,4,0,-1,1200,1003
2030,0,-1,4,4,0,-1,1283,1003
2035,0,-1,4,4,0,-1,1364,1003
2040,0,-1,4,4,0,-1,1446,1003
2044,0,-1,4,4,0,-1,1511,1003
2050,0,-1,4,4,0,-1,1620,1003
2025,0,-1,5,5,0,-1,667,1003
2030,0,-1,5,5,0,-1,713,1003
2035,0,-1,5,5,0,-1,758,1003
2040,0,-1,5,5,0,-1,800,1003
2044,0,-1,5,5,0,-1,838,1003
2050,0,-1,5,5,0,-1,900,1003
2025,0,-1,6,6,0,-1,333,1003
2030,0,-1,6,6,0,-1,358,1003
2035,0,-1,6,6,0,-1,382,1003
2040,0,-1,6,6,0,-1,403,1003
2044,0,-1,6,6,0,-1,423,1003
2050,0,-1,6,6,0,-1,453,1003
2025,0,-1,7,-1,0,-1,234,1003
2030,0,-1,7,-1,0,-1,248,1003
2035,0,-1,7,-1,0,-1,263,1003
2040,0,-1,7,-1,0,-1,282,1003
2044,0,-1,7,-1,0,-1,293,1003
2050,0,-1,7,-1,0,-1,314,1003
2025,0,-1,1,1,0,-1,1546,1004
2030,0,-1,1,1,0,-1,1803,1004
2035,0,-1,1,1,0,-1,2062,1004
2040,0,-1,1,1,0,-1,2320,1004
2044,0,-1,1,1,0,-1,2527,1004
2050,0,-1,1,1,0,-1,2873,1004
2025,0,-1,2,2,0,-1,1423,1004
2030,0,-1,2,2,0,-1,1661,1004
2035,0,-1,2,2,0,-1,1899,1004
2040,0,-1,2,2,0,-1,2138,1004
2044,0,-1,2,2,0,-1,2330,1004
2050,0,-1,2,2,0,-1,2646,1004
2025,0,-1,3,3,0,-1,425,1004
2030,0,-1,3,3,0,-1,486,1004
2035,0,-1,3,3,0,-1,546,1004
2040,0,-1,3,3,0,-1,606,1004
2044,0,-1,3,3,0,-1,653,1004
2050,0,-1,3,3,0,-1,706,1004
2025,0,-1,4,4,0,-1,320,1004
2030,0,-1,4,4,0,-1,365,1004
2035,0,-1,4,4,0,-1,410,1004
2040,0,-1,4,4,0,-1,453,1004
2044,0,-1,4,4,0,-1,489,1004
2050,0,-1,4,4,0,-1,529,1004
2025,0,-1,5,5,0,-1,106,1004
2030,0,-1,5,5,0,-1,121,1004
2035,0,-1,5,5,0,-1,136,1004
2040,0,-1,5,5,0,-1,152,1004
2044,0,-1,5,5,0,-1,163,1004
2050,0,-1,5,5,0,-1,177,1004
2025,0,-1,6,6,0,-1,25,1004
2030,0,-1,6,6,0,-1,29,1004
2035,0,-1,6,6,0,-1,33,1004
