year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2045,56000,105999,4,4,2,2,25621,-1
2045,0,55999,4,4,2,2,6980,-1
2045,106000,179999,4,4,3,3,8036,-1
2045,180000,-1,4,4,3,3,10159,-1
2045,56000,105999,4,4,3,3,3172,-1
2045,0,55999,4,4,3,3,722,-1
2045,106000,179999,4,4,4,-1,7014,-1
2045,180000,-1,4,4,4,-1,14418,-1
2045,56000,105999,4,4,4,-1,1178,-1
2045,0,55999,4,4,4,-1,234,-1
2045,106000,179999,5,5,0,0,486,-1
2045,180000,-1,5,5,0,0,163,-1
2045,56000,105999,5,5,0,0,1210,-1
2045,0,55999,5,5,0,0,2760,-1
2045,106000,179999,5,5,1,1,10031,-1
2045,180000,-1,5,5,1,1,7245,-1
2045,56000,105999,5,5,1,1,9660,-1
2045,0,55999,5,5,1,1,7523,-1
2045,106000,179999,5,5,2,2,14430,-1
2045,180000,-1,5,5,2,2,15470,-1
2045,56000,105999,5,5,2,2,11274,-1
2045,0,55999,5,5,2,2,3741,-1
2045,106000,179999,5,5,3,3,4374,-1
2045,180000,-1,5,5,3,3,5070,-1
2045,56000,105999,5,5,3,3,1720,-1
2045,0,55999,5,5,3,3,329,-1
2045,106000,179999,5,5,4,-1,4438,-1
2045,180000,-1,5,5,4,-1,17364,-1
2045,56000,105999,5,5,4,-1,1056,-1
2045,0,55999,5,5,4,-1,101,-1
2045,106000,179999,6,6,0,0,93,-1
2045,180000,-1,6,6,0,0,325,-1
2045,56000,105999,6,6,0,0,233,-1
2045,0,55999,6,6,0,0,1437,-1
2045,106000,179999,6,6,1,1,2618,-1
2045,180000,-1,6,6,1,1,3396,-1
2045,56000,105999,6,6,1,1,4143,-1
2045,0,55999,6,6,1,1,2716,-1
2045,106000,179999,6,6,2,2,4774,-1
2045,180000,-1,6,6,2,2,4414,-1
2045,56000,105999,6,6,2,2,4276,-1
2045,0,55999,6,6,2,2,1309,-1
2045,106000,179999,6,6,3,3,2434,-1
2045,180000,-1,6,6,3,3,2620,-1
2045,56000,105999,6,6,3,3,938,-1
2045,0,55999,6,6,3,3,110,-1
2045,106000,179999,6,6,4,-1,4670,-1
2045,180000,-1,6,6,4,-1,8995,-1
2045,56000,105999,6,6,4,-1,1062,-1
2045,0,55999,6,6,4,-1,35,-1
2045,106000,179999,7,-1,0,0,60,-1
2045,180000,-1,7,-1,0,0,20,-1
2045,56000,105999,7,-1,0,0,104,-1
2045,0,55999,7,-1,0,0,296,-1
2045,106000,179999,7,-1,1,1,671,-1
2045,180000,-1,7,-1,1,1,1329,-1
2045,56000,105999,7,-1,1,1,1364,-1
2045,0,55999,7,-1,1,1,955,-1
2045,106000,179999,7,-1,2,2,2024,-1
2045,180000,-1,7,-1,2,2,1346,-1
2045,56000,105999,7,-1,2,2,1300,-1
2045,0,55999,7,-1,2,2,246,-1
2045,106000,179999,7,-1,3,3,1104,-1
2045,180000,-1,7,-1,3,3,1291,-1
2045,56000,105999,7,-1,3,3,445,-1
2045,0,55999,7,-1,3,3,54,-1
2045,106000,179999,7,-1,4,-1,3148,-1
2045,180000,-1,7,-1,4,-1,10234,-1
2045,56000,105999,7,-1,4,-1,608,-1
2045,0,55999,7,-1,4,-1,NULL,-1
2046,106000,179999,1,1,0,0,12299,-1
2046,180000,-1,1,1,0,0,6796,-1
2046,56000,105999,1,1,0,0,46527,-1
2046,0,55999,1,1,0,0,212954,-1
2046,106000,179999,1,1,1,1,90265,-1
2046,180000,-1,1,1,1,1,40066,-1
2046,56000,105999,1,1,1,1,145809,-1
2046,0,55999,1,1,1,1,128024,-1
2046,106000,179999,2,2,0,0,37326,-1
2046,180000,-1,2,2,0,0,20943,-1
2046,56000,105999,2,2,0,0,71150,-1
2046,0,55999,2,2,0,0,70784,-1
2046,106000,179999,2,2,1,1,69134,-1
2046,180000,-1,2,2,1,1,54174,-1
2046,56000,105999,2,2,1,1,75773,-1
2046,0,55999,2,2,1,1,54098,-1
2046,106000,179999,2,2,2,2,129228,-1
2046,180000,-1,2,2,2,2,141147,-1
2046,56000,105999,2,2,2,2,78375,-1
2046,0,55999,2,2,2,2,21940,-1
2046,106000,179999,3,3,0,0,3488,-1
2046,180000,-1,3,3,0,0,1511,-1
2046,56000,105999,3,3,0,0,6435,-1
2046,0,55999,3,3,0,0,13323,-1
2046,106000,179999,3,3,1,1,29484,-1
2046,180000,-1,3,3,1,1,24286,-1
2046,56000,105999,3,3,1,1,34152,-1
2046,0,55999,3,3,1,1,26445,-1
2046,106000,179999,3,3,2,2,53530,-1
2046,180000,-1,3,3,2,2,65016,-1
2046,56000,105999,3,3,2,2,32494,-1
2046,0,55999,3,3,2,2,8999,-1
2046,106000,179999,3,3,3,3,13127,-1
2046,180000,-1,3,3,3,3,14278,-1
2046,56000,105999,3,3,3,3,5258,-1
2046,0,55999,3,3,3,3,557,-1
2046,106000,179999,4,4,0,0,1384,-1
2046,180000,-1,4,4,0,0,809,-1
2046,56000,105999,4,4,0,0,2286,-1
2046,0,55999,4,4,0,0,6136,-1
2046,106000,179999,4,4,1,1,23791,-1
2046,180000,-1,4,4,1,1,27038,-1
2046,56000,105999,4,4,1,1,21626,-1
2046,0,55999,4,4,1,1,20370,-1
2046,106000,179999,4,4,2,2,39231,-1
2046,180000,-1,4,4,2,2,62795,-1
2046,56000,105999,4,4,2,2,25794,-1
2046,0,55999,4,4,2,2,7027,-1
2046,106000,179999,4,4,3,3,8090,-1
2046,180000,-1,4,4,3,3,10227,-1
2046,56000,105999,4,4,3,3,3194,-1
2046,0,55999,4,4,3,3,727,-1
2046,106000,179999,4,4,4,-1,7061,-1
2046,180000,-1,4,4,4,-1,14516,-1
2046,56000,105999,4,4,4,-1,1186,-1
2046,0,55999,4,4,4,-1,236,-1
2046,106000,179999,5,5,0,0,490,-1
2046,180000,-1,5,5,0,0,164,-1
2046,56000,105999,5,5,0,0,1219,-1
2046,0,55999,5,5,0,0,2778,-1
2046,106000,179999,5,5,1,1,10099,-1
2046,180000,-1,5,5,1,1,7294,-1
2046,56000,105999,5,5,1,1,9726,-1
2046,0,55999,5,5,1,1,7574,-1
2046,106000,179999,5,5,2,2,14528,-1
2046,180000,-1,5,5,2,2,15574,-1
2046,56000,105999,5,5,2,2,11350,-1
2046,0,55999,5,5,2,2,3766,-1
2046,106000,179999,5,5,3,3,4403,-1
2046,180000,-1,5,5,3,3,5104,-1
2046,56000,105999,5,5,3,3,1732,-1
2046,0,55999,5,5,3,3,331,-1
2046,106000,179999,5,5,4,-1,4468,-1
2046,180000,-1,5,5,4,-1,17481,-1
2046,56000,105999,5,5,4,-1,1063,-1
2046,0,55999,5,5,4,-1,102,-1
2046,106000,179999,6,6,0,0,93,-1
2046,180000,-1,6,6,0,0,327,-1
2046,56000,105999,6,6,0,0,235,-1
2046,0,55999,6,6,0,0,1447,-1
2046,106000,179999,6,6,1,1,2635,-1
2046,180000,-1,6,6,1,1,3418,-1
2046,56000,105999,6,6,1,1,4171,-1
2046,0,55999,6,6,1,1,2735,-1
2046,106000,179999,6,6,2,2,4806,-1
2046,180000,-1,6,6,2,2,4444,-1
2046,56000,105999,6,6,2,2,4305,-1
2046,0,55999,6,6,2,2,1318,-1
2046,106000,179999,6,6,3,3,2450,-1
2046,180000,-1,6,6,3,3,2638,-1
2046,56000,105999,6,6,3,3,945,-1
2046,0,55999,6,6,3,3,111,-1
2046,106000,179999,6,6,4,-1,4701,-1
2046,180000,-1,6,6,4,-1,9056,-1
2046,56000,105999,6,6,4,-1,1069,-1
2046,0,55999,6,6,4,-1,35,-1
2046,106000,179999,7,-1,0,0,60,-1
2046,180000,-1,7,-1,0,0,20,-1
2046,56000,105999,7,-1,0,0,105,-1
2046,0,55999,7,-1,0,0,298,-1
2046,106000,179999,7,-1,1,1,675,-1
2046,180000,-1,7,-1,1,1,1338,-1
2046,56000,105999,7,-1,1,1,1373,-1
2046,0,55999,7,-1,1,1,961,-1
2046,106000,179999,7,-1,2,2,2038,-1
2046,180000,-1,7,-1,2,2,1355,-1
2046,56000,105999,7,-1,2,2,1308,-1
2046,0,55999,7,-1,2,2,247,-1
2046,106000,179999,7,-1,3,3,1112,-1
2046,180000,-1,7,-1,3,3,1300,-1
2046,56000,105999,7,-1,3,3,448,-1
2046,0,55999,7,-1,3,3,54,-1
2046,106000,179999,7,-1,4,-1,3169,-1
2046,180000,-1,7,-1,4,-1,10303,-1
2046,56000,105999,7,-1,4,-1,612,-1
2046,0,55999,7,-1,4,-1,NULL,-1
2047,106000,179999,1,1,0,0,12458,-1
2047,180000,-1,1,1,0,0,6884,-1
2047,56000,105999,1,1,0,0,47130,-1
2047,0,55999,1,1,0,0,215714,-1
2047,106000,179999,1,1,1,1,91434,-1
2047,180000,-1,1,1,1,1,40585,-1
2047,56000,105999,1,1,1,1,147699,-1
2047,0,55999,1,1,1,1,129683,-1
2047,106000,179999,2,2,0,0,37810,-1
2047,180000,-1,2,2,0,0,21214,-1
2047,56000,105999,2,2,0,0,72072,-1
2047,0,55999,2,2,0,0,71701,-1
2047,106000,179999,2,2,1,1,70029,-1
2047,180000,-1,2,2,1,1,54876,-1
2047,56000,105999,2,2,1,1,76755,-1
2047,0,55999,2,2,1,1,54799,-1
2047,106000,179999,2,2,2,2,130902,-1
2047,180000,-1,2,2,2,2,142976,-1
2047,56000,105999,2,2,2,2,79390,-1
2047,0,55999,2,2,2,2,22224,-1
2047,106000,179999,3,3,0,0,3512,-1
2047,180000,-1,3,3,0,0,1521,-1
2047,56000,105999,3,3,0,0,6479,-1
2047,0,55999,3,3,0,0,13413,-1
2047,106000,179999,3,3,1,1,29681,-1
2047,180000,-1,3,3,1,1,24449,-1
2047,56000,105999,3,3,1,1,34381,-1
2047,0,55999,3,3,1,1,26623,-1
2047,106000,179999,3,3,2,2,53889,-1
2047,180000,-1,3,3,2,2,65452,-1
2047,56000,105999,3,3,2,2,32712,-1
2047,0,55999,3,3,2,2,9060,-1
2047,106000,179999,3,3,3,3,13215,-1
2047,180000,-1,3,3,3,3,14374,-1
2047,56000,105999,3,3,3,3,5294,-1
2047,0,55999,3,3,3,3,561,-1
2047,106000,179999,4,4,0,0,1393,-1
2047,180000,-1,4,4,0,0,815,-1
2047,56000,105999,4,4,0,0,2301,-1
2047,0,55999,4,4,0,0,6178,-1
2047,106000,179999,4,4,1,1,23951,-1
2047,180000,-1,4,4,1,1,27219,-1
2047,56000,105999,4,4,1,1,21771,-1
2047,0,55999,4,4,1,1,20507,-1
2047,106000,179999,4,4,2,2,39494,-1
2047,180000,-1,4,4,2,2,63216,-1
2047,56000,105999,4,4,2,2,25967,-1
2047,0,55999,4,4,2,2,7074,-1
2047,106000,179999,4,4,3,3,8145,-1
2047,180000,-1,4,4,3,3,10296,-1
2047,56000,105999,4,4,3,3,3215,-1
2047,0,55999,4,4,3,3,732,-1
2047,106000,179999,4,4,4,-1,7109,-1
2047,180000,-1,4,4,4,-1,14613,-1
2047,56000,105999,4,4,4,-1,1194,-1
2047,0,55999,4,4,4,-1,237,-1
2047,106000,179999,5,5,0,0,493,-1
2047,180000,-1,5,5,0,0,166,-1
2047,56000,105999,5,5,0,0,1227,-1
2047,0,55999,5,5,0,0,2797,-1
2047,106000,179999,5,5,1,1,10166,-1
2047,180000,-1,5,5,1,1,7343,-1
2047,56000,105999,5,5,1,1,9791,-1
2047,0,55999,5,5,1,1,7625,-1
2047,106000,179999,5,5,2,2,14625,-1
2047,180000,-1,5,5,2,2,15679,-1
2047,56000,105999,5,5,2,2,11427,-1
2047,0,55999,5,5,2,2,3792,-1
2047,106000,179999,5,5,3,3,4433,-1
2047,180000,-1,5,5,3,3,5138,-1
2047,56000,105999,5,5,3,3,1743,-1
2047,0,55999,5,5,3,3,334,-1
2047,106000,179999,5,5,4,-1,4498,-1
2047,180000,-1,5,5,4,-1,17599,-1
2047,56000,105999,5,5,4,-1,1070,-1
2047,0,55999,5,5,4,-1,103,-1
2047,106000,179999,6,6,0,0,94,-1
2047,180000,-1,6,6,0,0,329,-1
2047,56000,105999,6,6,0,0,237,-1
2047,0,55999,6,6,0,0,1457,-1
2047,106000,179999,6,6,1,1,2653,-1
2047,180000,-1,6,6,1,1,3441,-1
2047,56000,105999,6,6,1,1,4199,-1
2047,0,55999,6,6,1,1,2753,-1
2047,106000,179999,6,6,2,2,4838,-1
2047,180000,-1,6,6,2,2,4474,-1
2047,56000,105999,6,6,2,2,4334,-1
2047,0,55999,6,6,2,2,1327,-1
2047,106000,179999,6,6,3,3,2467,-1
2047,180000,-1,6,6,3,3,2656,-1
2047,56000,105999,6,6,3,3,951,-1
2047,0,55999,6,6,3,3,111,-1
2047,106000,179999,6,6,4,-1,4733,-1
2047,180000,-1,6,6,4,-1,9117,-1
2047,56000,105999,6,6,4,-1,1076,-1
2047,0,55999,6,6,4,-1,35,-1
2047,106000,179999,7,-1,0,0,61,-1
2047,180000,-1,7,-1,0,0,21,-1
2047,56000,105999,7,-1,0,0,105,-1
2047,0,55999,7,-1,0,0,300,-1
2047,106000,179999,7,-1,1,1,680,-1
2047,180000,-1,7,-1,1,1,1347,-1
2047,56000,105999,7,-1,1,1,1383,-1
2047,0,55999,7,-1,1,1,968,-1
2047,106000,179999,7,-1,2,2,2052,-1
2047,180000,-1,7,-1,2,2,1364,-1
2047,56000,105999,7,-1,2,2,1317,-1
2047,0,55999,7,-1,2,2,249,-1
2047,106000,179999,7,-1,3,3,1119,-1
2047,180000,-1,7,-1,3,3,1309,-1
2047,56000,105999,7,-1,3,3,451,-1
2047,0,55999,7,-1,3,3,55,-1
2047,106000,179999,7,-1,4,-1,3190,-1
2047,180000,-1,7,-1,4,-1,10373,-1
2047,56000,105999,7,-1,4,-1,616,-1
2047,0,55999,7,-1,4,-1,NULL,-1
2048,106000,179999,1,1,0,0,12618,-1
2048,180000,-1,1,1,0,0,6972,-1
2048,56000,105999,1,1,0,0,47732,-1
2048,0,55999,1,1,0,0,218472,-1
2048,106000,179999,1,1,1,1,92603,-1
2048,180000,-1,1,1,1,1,41104,-1
2048,56000,105999,1,1,1,1,149587,-1
2048,0,55999,1,1,1,1,131341,-1
2048,106000,179999,2,2,0,0,38293,-1
2048,180000,-1,2,2,0,0,21486,-1
2048,56000,105999,2,2,0,0,72993,-1
2048,0,55999,2,2,0,0,72618,-1
2048,106000,179999,2,2,1,1,70925,-1
2048,180000,-1,2,2,1,1,55578,-1
2048,56000,105999,2,2,1,1,77737,-1
2048,0,55999,2,2,1,1,55500,-1
2048,106000,179999,2,2,2,2,132576,-1
2048,180000,-1,2,2,2,2,144805,-1
2048,56000,105999,2,2,2,2,80406,-1
2048,0,55999,2,2,2,2,22508,-1
2048,106000,179999,3,3,0,0,3535,-1
2048,180000,-1,3,3,0,0,1532,-1
2048,56000,105999,3,3,0,0,6522,-1
2048,0,55999,3,3,0,0,13502,-1
2048,106000,179999,3,3,1,1,29879,-1
2048,180000,-1,3,3,1,1,24612,-1
2048,56000,105999,3,3,1,1,34610,-1
2048,0,55999,3,3,1,1,26800,-1
2048,106000,179999,3,3,2,2,54248,-1
2048,180000,-1,3,3,2,2,65889,-1
2048,56000,105999,3,3,2,2,32930,-1
2048,0,55999,3,3,2,2,9120,-1
2048,106000,179999,3,3,3,3,13303,-1
2048,180000,-1,3,3,3,3,14470,-1
2048,56000,105999,3,3,3,3,5329,-1
2048,0,55999,3,3,3,3,565,-1
2048,106000,179999,4,4,0,0,1403,-1
2048,180000,-1,4,4,0,0,820,-1
2048,56000,105999,4,4,0,0,2317,-1
2048,0,55999,4,4,0,0,6219,-1
2048,106000,179999,4,4,1,1,24111,-1
2048,180000,-1,4,4,1,1,27401,-1
2048,56000,105999,4,4,1,1,21917,-1
2048,0,55999,4,4,1,1,20644,-1
2048,106000,179999,4,4,2,2,39758,-1
2048,180000,-1,4,4,2,2,63639,-1
2048,56000,105999,4,4,2,2,26140,-1
2048,0,55999,4,4,2,2,7122,-1
2048,106000,179999,4,4,3,3,8199,-1
2048,180000,-1,4,4,3,3,10365,-1
2048,56000,105999,4,4,3,3,3237,-1
2048,0,55999,4,4,3,3,737,-1
2048,106000,179999,4,4,4,-1,7156,-1
2048,180000,-1,4,4,4,-1,14711,-1
2048,56000,105999,4,4,4,-1,1202,-1
2048,0,55999,4,4,4,-1,239,-1
2048,106000,179999,5,5,0,0,496,-1
2048,180000,-1,5,5,0,0,167,-1
2048,56000,105999,5,5,0,0,1235,-1
2048,0,55999,5,5,0,0,2816,-1
2048,106000,179999,5,5,1,1,10234,-1
2048,180000,-1,5,5,1,1,7392,-1
2048,56000,105999,5,5,1,1,9856,-1
2048,0,55999,5,5,1,1,7676,-1
2048,106000,179999,5,5,2,2,14723,-1
2048,180000,-1,5,5,2,2,15783,-1
2048,56000,105999,5,5,2,2,11503,-1
2048,0,55999,5,5,2,2,3817,-1
2048,106000,179999,5,5,3,3,4462,-1
2048,180000,-1,5,5,3,3,5172,-1
2048,56000,105999,5,5,3,3,1755,-1
2048,0,55999,5,5,3,3,336,-1
2048,106000,179999,5,5,4,-1,4528,-1
2048,180000,-1,5,5,4,-1,17716,-1
2048,56000,105999,5,5,4,-1,1077,-1
2048,0,55999,5,5,4,-1,103,-1
2048,106000,179999,6,6,0,0,94,-1
2048,180000,-1,6,6,0,0,331,-1
2048,56000,105999,6,6,0,0,238,-1
2048,0,55999,6,6,0,0,1466,-1
2048,106000,179999,6,6,1,1,2671,-1
2048,180000,-1,6,6,1,1,3464,-1
2048,56000,105999,6,6,1,1,4227,-1
2048,0,55999,6,6,1,1,2772,-1
2048,106000,179999,6,6,2,2,4870,-1
2048,180000,-1,6,6,2,2,4504,-1
2048,56000,105999,6,6,2,2,4363,-1
2048,0,55999,6,6,2,2,1335,-1
2048,106000,179999,6,6,3,3,2483,-1
2048,180000,-1,6,6,3,3,2673,-1
2048,56000,105999,6,6,3,3,957,-1
2048,0,55999,6,6,3,3,112,-1
2048,106000,179999,6,6,4,-1,4765,-1
2048,180000,-1,6,6,4,-1,9178,-1
2048,56000,105999,6,6,4,-1,1083,-1
2048,0,55999,6,6,4,-1,35,-1
2048,106000,179999,7,-1,0,0,61,-1
2048,180000,-1,7,-1,0,0,21,-1
2048,56000,105999,7,-1,0,0,106,-1
2048,0,55999,7,-1,0,0,302,-1
2048,106000,179999,7,-1,1,1,684,-1
2048,180000,-1,7,-1,1,1,1356,-1
2048,56000,105999,7,-1,1,1,1392,-1
2048,0,55999,7,-1,1,1,974,-1
2048,106000,179999,7,-1,2,2,2065,-1
2048,180000,-1,7,-1,2,2,1373,-1
2048,56000,105999,7,-1,2,2,1326,-1
2048,0,55999,7,-1,2,2,251,-1
2048,106000,179999,7,-1,3,3,1127,-1
2048,180000,-1,7,-1,3,3,1317,-1
2048,56000,105999,7,-1,3,3,454,-1
2048,0,55999,7,-1,3,3,55,-1
2048,106000,179999,7,-1,4,-1,3211,-1
2048,180000,-1,7,-1,4,-1,10442,-1
2048,56000,105999,7,-1,4,-1,620,-1
2048,0,55999,7,-1,4,-1,NULL,-1
2049,106000,179999,1,1,0,0,12777,-1
2049,180000,-1,1,1,0,0,7060,-1
2049,56000,105999,1,1,0,0,48335,-1
2049,0,55999,1,1,0,0,221231,-1
2049,106000,179999,1,1,1,1,93773,-1
2049,180000,-1,1,1,1,1,41624,-1
2049,56000,105999,1,1,1,1,151477,-1
2049,0,55999,1,1,1,1,133000,-1
2049,106000,179999,2,2,0,0,38777,-1
2049,180000,-1,2,2,0,0,21757,-1
2049,56000,105999,2,2,0,0,73916,-1
2049,0,55999,2,2,0,0,73535,-1
2049,106000,179999,2,2,1,1,71821,-1
2049,180000,-1,2,2,1,1,56280,-1
2049,56000,105999,2,2,1,1,78719,-1
2049,0,55999,2,2,1,1,56201,-1
2049,106000,179999,2,2,2,2,134251,-1
2049,180000,-1,2,2,2,2,146634,-1
2049,56000,105999,2,2,2,2,81422,-1
2049,0,55999,2,2,2,2,22793,-1
2049,106000,179999,3,3,0,0,3559,-1
2049,180000,-1,3,3,0,0,1542,-1
2049,56000,105999,3,3,0,0,6565,-1
2049,0,55999,3,3,0,0,13592,-1
2049,106000,179999,3,3,1,1,30077,-1
2049,180000,-1,3,3,1,1,24775,-1
2049,56000,105999,3,3,1,1,34839,-1
2049,0,55999,3,3,1,1,26978,-1
2049,106000,179999,3,3,2,2,54608,-1
2049,180000,-1,3,3,2,2,66325,-1
2049,56000,105999,3,3,2,2,33148,-1
2049,0,55999,3,3,2,2,9180,-1
2049,106000,179999,3,3,3,3,13391,-1
2049,180000,-1,3,3,3,3,14566,-1
2049,56000,105999,3,3,3,3,5364,-1
2049,0,55999,3,3,3,3,569,-1
2049,106000,179999,4,4,0,0,1412,-1
2049,180000,-1,4,4,0,0,825,-1
2049,56000,105999,4,4,0,0,2332,-1
2049,0,55999,4,4,0,0,6260,-1
2049,106000,179999,4,4,1,1,24270,-1
2049,180000,-1,4,4,1,1,27582,-1
2049,56000,105999,4,4,1,1,22062,-1
2049,0,55999,4,4,1,1,20781,-1
2049,106000,179999,4,4,2,2,40021,-1
2049,180000,-1,4,4,2,2,64060,-1
2049,56000,105999,4,4,2,2,26314,-1
2049,0,55999,4,4,2,2,7169,-1
2049,106000,179999,4,4,3,3,8253,-1
2049,180000,-1,4,4,3,3,10433,-1
2049,56000,105999,4,4,3,3,3258,-1
2049,0,55999,4,4,3,3,742,-1
2049,106000,179999,4,4,4,-1,7204,-1
2049,180000,-1,4,4,4,-1,14808,-1
2049,56000,105999,4,4,4,-1,1210,-1
2049,0,55999,4,4,4,-1,240,-1
2049,106000,179999,5,5,0,0,500,-1
2049,180000,-1,5,5,0,0,168,-1
2049,56000,105999,5,5,0,0,1243,-1
2049,0,55999,5,5,0,0,2834,-1
2049,106000,179999,5,5,1,1,10302,-1
2049,180000,-1,5,5,1,1,7441,-1
2049,56000,105999,5,5,1,1,9921,-1
2049,0,55999,5,5,1,1,7727,-1
2049,106000,179999,5,5,2,2,14820,-1
2049,180000,-1,5,5,2,2,15888,-1
2049,56000,105999,5,5,2,2,11579,-1
2049,0,55999,5,5,2,2,3842,-1
2049,106000,179999,5,5,3,3,4492,-1
2049,180000,-1,5,5,3,3,5207,-1
2049,56000,105999,5,5,3,3,1766,-1
2049,0,55999,5,5,3,3,338,-1
2049,106000,179999,5,5,4,-1,4558,-1
2049,180000,-1,5,5,4,-1,17834,-1
2049,56000,105999,5,5,4,-1,1084,-1
2049,0,55999,5,5,4,-1,104,-1
2049,106000,179999,6,6,0,0,95,-1
